Channel number	Impulses
Channel/#	Impulses/#

0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	2
50	9
51	23
52	28
53	35
54	35
55	33
56	18
57	28
58	27
59	33
60	30
61	30
62	26
63	42
64	16
65	42
66	18
67	32
68	35
69	36
70	27
71	29
72	25
73	30
74	34
75	20
76	31
77	40
78	38
79	43
80	26
81	33
82	34
83	29
84	28
85	34
86	29
87	33
88	24
89	29
90	25
91	39
92	31
93	28
94	27
95	27
96	21
97	31
98	31
99	28
100	36
101	24
102	34
103	35
104	25
105	29
106	21
107	22
108	26
109	35
110	18
111	35
112	31
113	38
114	34
115	33
116	27
117	29
118	29
119	33
120	20
121	28
122	41
123	30
124	26
125	27
126	26
127	46
128	24
129	21
130	29
131	30
132	31
133	26
134	28
135	23
136	30
137	42
138	25
139	34
140	21
141	44
142	17
143	31
144	26
145	38
146	24
147	38
148	22
149	30
150	36
151	33
152	29
153	27
154	25
155	21
156	20
157	36
158	30
159	40
160	26
161	30
162	21
163	30
164	23
165	27
166	41
167	28
168	27
169	32
170	28
171	26
172	20
173	20
174	29
175	29
176	22
177	33
178	34
179	37
180	22
181	25
182	40
183	37
184	34
185	35
186	31
187	38
188	29
189	34
190	35
191	37
192	31
193	30
194	35
195	35
196	30
197	15
198	43
199	26
200	28
201	43
202	33
203	35
204	32
205	34
206	34
207	33
208	34
209	31
210	38
211	39
212	35
213	31
214	37
215	29
216	30
217	37
218	28
219	34
220	44
221	43
222	29
223	45
224	23
225	37
226	45
227	33
228	32
229	36
230	34
231	30
232	37
233	42
234	36
235	38
236	37
237	46
238	35
239	43
240	33
241	39
242	34
243	38
244	22
245	34
246	39
247	46
248	35
249	44
250	44
251	59
252	43
253	35
254	38
255	65
256	15
257	42
258	41
259	37
260	41
261	44
262	44
263	33
264	34
265	55
266	27
267	32
268	46
269	41
270	42
271	35
272	33
273	51
274	41
275	37
276	29
277	38
278	43
279	44
280	46
281	44
282	33
283	42
284	26
285	34
286	37
287	55
288	29
289	33
290	35
291	35
292	27
293	41
294	41
295	30
296	22
297	44
298	26
299	27
300	36
301	33
302	38
303	34
304	26
305	24
306	37
307	32
308	35
309	48
310	42
311	36
312	25
313	36
314	33
315	35
316	41
317	49
318	37
319	56
320	20
321	34
322	37
323	48
324	37
325	34
326	45
327	35
328	37
329	40
330	31
331	39
332	44
333	28
334	34
335	30
336	31
337	36
338	38
339	39
340	38
341	36
342	34
343	34
344	39
345	48
346	35
347	49
348	34
349	31
350	36
351	57
352	30
353	32
354	40
355	55
356	41
357	31
358	43
359	33
360	33
361	46
362	34
363	47
364	43
365	38
366	37
367	41
368	40
369	49
370	37
371	45
372	37
373	37
374	47
375	40
376	40
377	23
378	50
379	44
380	41
381	39
382	47
383	67
384	24
385	31
386	40
387	39
388	59
389	40
390	44
391	44
392	41
393	39
394	42
395	49
396	55
397	53
398	41
399	53
400	42
401	61
402	52
403	57
404	50
405	52
406	59
407	45
408	51
409	58
410	57
411	75
412	59
413	76
414	90
415	91
416	63
417	66
418	77
419	80
420	102
421	82
422	86
423	98
424	84
425	103
426	92
427	109
428	105
429	108
430	110
431	115
432	106
433	99
434	125
435	98
436	113
437	96
438	117
439	122
440	103
441	126
442	122
443	125
444	152
445	115
446	112
447	121
448	82
449	97
450	116
451	90
452	105
453	75
454	118
455	92
456	93
457	109
458	93
459	74
460	97
461	78
462	74
463	63
464	68
465	62
466	70
467	68
468	67
469	56
470	58
471	52
472	66
473	75
474	54
475	59
476	70
477	65
478	52
479	81
480	48
481	55
482	66
483	52
484	72
485	65
486	72
487	50
488	57
489	74
490	68
491	68
492	63
493	68
494	63
495	70
496	53
497	78
498	61
499	90
500	71
501	44
502	83
503	56
504	46
505	71
506	71
507	64
508	58
509	76
510	64
511	98
512	23
513	61
514	63
515	58
516	60
517	66
518	71
519	53
520	52
521	71
522	57
523	57
524	45
525	40
526	70
527	57
528	50
529	63
530	61
531	73
532	35
533	58
534	64
535	41
536	42
537	58
538	38
539	48
540	40
541	47
542	40
543	52
544	35
545	50
546	34
547	42
548	45
549	43
550	49
551	46
552	44
553	58
554	37
555	39
556	31
557	49
558	42
559	54
560	51
561	61
562	48
563	51
564	35
565	39
566	64
567	41
568	44
569	54
570	37
571	55
572	49
573	39
574	46
575	65
576	25
577	40
578	47
579	38
580	46
581	54
582	50
583	31
584	40
585	52
586	34
587	51
588	64
589	45
590	44
591	53
592	32
593	63
594	44
595	41
596	28
597	50
598	49
599	44
600	40
601	50
602	50
603	44
604	47
605	51
606	46
607	58
608	38
609	38
610	32
611	48
612	39
613	43
614	65
615	54
616	41
617	47
618	36
619	49
620	50
621	59
622	64
623	59
624	41
625	38
626	48
627	65
628	50
629	45
630	52
631	55
632	35
633	74
634	35
635	43
636	50
637	42
638	41
639	62
640	25
641	52
642	46
643	46
644	54
645	44
646	48
647	39
648	47
649	53
650	44
651	61
652	54
653	55
654	48
655	46
656	39
657	65
658	54
659	44
660	38
661	46
662	57
663	63
664	38
665	67
666	41
667	55
668	48
669	53
670	52
671	77
672	41
673	41
674	42
675	42
676	62
677	52
678	59
679	57
680	47
681	57
682	43
683	53
684	56
685	49
686	71
687	56
688	35
689	60
690	52
691	55
692	47
693	56
694	54
695	65
696	36
697	60
698	45
699	48
700	54
701	54
702	59
703	61
704	39
705	54
706	49
707	51
708	56
709	43
710	65
711	46
712	61
713	53
714	52
715	53
716	52
717	59
718	49
719	64
720	34
721	44
722	46
723	43
724	49
725	39
726	47
727	40
728	56
729	63
730	63
731	63
732	40
733	64
734	62
735	72
736	39
737	65
738	57
739	49
740	52
741	33
742	61
743	67
744	52
745	55
746	42
747	61
748	58
749	55
750	60
751	52
752	46
753	52
754	49
755	53
756	43
757	42
758	68
759	48
760	42
761	53
762	51
763	59
764	64
765	48
766	39
767	80
768	42
769	64
770	62
771	49
772	50
773	41
774	69
775	48
776	50
777	57
778	42
779	54
780	54
781	50
782	46
783	45
784	41
785	54
786	46
787	68
788	48
789	64
790	51
791	44
792	44
793	56
794	56
795	65
796	43
797	45
798	41
799	53
800	37
801	47
802	44
803	57
804	51
805	35
806	38
807	49
808	49
809	56
810	42
811	43
812	45
813	40
814	62
815	43
816	44
817	53
818	50
819	59
820	50
821	27
822	50
823	38
824	45
825	55
826	43
827	48
828	42
829	50
830	60
831	78
832	40
833	43
834	39
835	48
836	56
837	42
838	51
839	39
840	37
841	63
842	49
843	55
844	59
845	48
846	47
847	54
848	43
849	60
850	61
851	53
852	54
853	48
854	66
855	40
856	40
857	47
858	40
859	55
860	41
861	50
862	54
863	63
864	37
865	47
866	45
867	53
868	55
869	51
870	49
871	46
872	53
873	54
874	44
875	51
876	50
877	56
878	44
879	41
880	42
881	50
882	47
883	44
884	49
885	51
886	46
887	61
888	39
889	50
890	53
891	41
892	44
893	45
894	47
895	48
896	38
897	54
898	56
899	33
900	56
901	39
902	40
903	36
904	41
905	49
906	41
907	55
908	61
909	51
910	45
911	44
912	33
913	44
914	46
915	62
916	51
917	37
918	63
919	41
920	65
921	60
922	39
923	60
924	36
925	50
926	56
927	54
928	40
929	49
930	39
931	46
932	64
933	41
934	44
935	45
936	41
937	54
938	48
939	45
940	58
941	59
942	40
943	55
944	43
945	54
946	42
947	41
948	43
949	33
950	59
951	39
952	40
953	51
954	44
955	53
956	51
957	51
958	63
959	63
960	41
961	45
962	50
963	40
964	57
965	35
966	47
967	42
968	50
969	58
970	38
971	48
972	56
973	50
974	39
975	35
976	41
977	55
978	41
979	46
980	45
981	43
982	58
983	40
984	60
985	60
986	43
987	44
988	45
989	42
990	56
991	66
992	48
993	48
994	45
995	55
996	65
997	45
998	69
999	51
1000	44
1001	51
1002	34
1003	57
1004	55
1005	44
1006	46
1007	67
1008	46
1009	30
1010	50
1011	55
1012	49
1013	44
1014	53
1015	46
1016	47
1017	55
1018	50
1019	53
1020	45
1021	61
1022	52
1023	81
1024	22
1025	47
1026	47
1027	48
1028	46
1029	48
1030	64
1031	52
1032	49
1033	54
1034	41
1035	54
1036	56
1037	47
1038	41
1039	31
1040	47
1041	71
1042	42
1043	77
1044	46
1045	56
1046	53
1047	47
1048	63
1049	66
1050	43
1051	56
1052	57
1053	48
1054	59
1055	66
1056	35
1057	60
1058	53
1059	43
1060	44
1061	43
1062	58
1063	61
1064	42
1065	61
1066	53
1067	55
1068	59
1069	64
1070	40
1071	59
1072	42
1073	46
1074	55
1075	67
1076	51
1077	51
1078	58
1079	61
1080	50
1081	69
1082	45
1083	50
1084	55
1085	63
1086	50
1087	67
1088	57
1089	57
1090	68
1091	53
1092	61
1093	52
1094	58
1095	41
1096	50
1097	58
1098	64
1099	34
1100	44
1101	66
1102	67
1103	64
1104	47
1105	71
1106	47
1107	66
1108	63
1109	55
1110	65
1111	64
1112	62
1113	79
1114	46
1115	79
1116	70
1117	67
1118	69
1119	93
1120	42
1121	73
1122	43
1123	55
1124	64
1125	41
1126	64
1127	56
1128	58
1129	64
1130	41
1131	61
1132	60
1133	65
1134	58
1135	68
1136	39
1137	62
1138	54
1139	67
1140	58
1141	49
1142	60
1143	71
1144	47
1145	83
1146	53
1147	66
1148	61
1149	58
1150	59
1151	92
1152	49
1153	76
1154	64
1155	65
1156	65
1157	47
1158	74
1159	71
1160	55
1161	78
1162	63
1163	67
1164	58
1165	61
1166	51
1167	70
1168	48
1169	71
1170	69
1171	83
1172	55
1173	49
1174	75
1175	71
1176	59
1177	75
1178	56
1179	77
1180	55
1181	58
1182	60
1183	80
1184	35
1185	58
1186	75
1187	62
1188	73
1189	43
1190	78
1191	76
1192	38
1193	74
1194	47
1195	45
1196	58
1197	69
1198	53
1199	48
1200	57
1201	63
1202	61
1203	68
1204	44
1205	40
1206	59
1207	45
1208	49
1209	74
1210	44
1211	65
1212	49
1213	50
1214	53
1215	62
1216	46
1217	48
1218	51
1219	64
1220	60
1221	37
1222	70
1223	43
1224	50
1225	51
1226	43
1227	44
1228	60
1229	49
1230	56
1231	62
1232	23
1233	47
1234	50
1235	44
1236	49
1237	39
1238	54
1239	31
1240	47
1241	63
1242	43
1243	49
1244	41
1245	33
1246	45
1247	56
1248	38
1249	50
1250	36
1251	41
1252	49
1253	52
1254	56
1255	54
1256	36
1257	53
1258	43
1259	36
1260	57
1261	54
1262	41
1263	44
1264	29
1265	41
1266	40
1267	61
1268	39
1269	49
1270	52
1271	37
1272	33
1273	44
1274	37
1275	59
1276	33
1277	41
1278	41
1279	66
1280	21
1281	46
1282	37
1283	29
1284	46
1285	32
1286	43
1287	47
1288	31
1289	45
1290	44
1291	36
1292	46
1293	32
1294	40
1295	44
1296	27
1297	32
1298	31
1299	31
1300	34
1301	25
1302	54
1303	31
1304	28
1305	65
1306	33
1307	42
1308	33
1309	34
1310	39
1311	40
1312	32
1313	37
1314	34
1315	33
1316	38
1317	23
1318	56
1319	29
1320	42
1321	48
1322	29
1323	47
1324	48
1325	41
1326	52
1327	27
1328	37
1329	40
1330	26
1331	45
1332	27
1333	32
1334	39
1335	40
1336	29
1337	39
1338	53
1339	35
1340	38
1341	39
1342	29
1343	57
1344	32
1345	27
1346	41
1347	40
1348	48
1349	34
1350	48
1351	41
1352	39
1353	54
1354	26
1355	42
1356	46
1357	44
1358	38
1359	43
1360	32
1361	38
1362	39
1363	36
1364	39
1365	31
1366	37
1367	33
1368	30
1369	46
1370	34
1371	43
1372	36
1373	47
1374	33
1375	43
1376	32
1377	33
1378	34
1379	46
1380	42
1381	29
1382	39
1383	32
1384	33
1385	36
1386	26
1387	35
1388	38
1389	32
1390	36
1391	46
1392	31
1393	29
1394	40
1395	37
1396	31
1397	36
1398	45
1399	34
1400	39
1401	34
1402	30
1403	38
1404	36
1405	23
1406	30
1407	52
1408	32
1409	36
1410	30
1411	40
1412	37
1413	32
1414	41
1415	31
1416	42
1417	37
1418	23
1419	45
1420	26
1421	31
1422	22
1423	29
1424	29
1425	35
1426	29
1427	36
1428	42
1429	41
1430	45
1431	29
1432	39
1433	34
1434	28
1435	34
1436	33
1437	39
1438	36
1439	28
1440	27
1441	28
1442	26
1443	35
1444	42
1445	30
1446	33
1447	31
1448	23
1449	37
1450	30
1451	34
1452	44
1453	25
1454	23
1455	27
1456	29
1457	29
1458	33
1459	31
1460	24
1461	22
1462	35
1463	37
1464	19
1465	43
1466	24
1467	33
1468	32
1469	39
1470	36
1471	38
1472	32
1473	22
1474	38
1475	35
1476	39
1477	38
1478	33
1479	22
1480	28
1481	45
1482	33
1483	36
1484	40
1485	26
1486	37
1487	30
1488	28
1489	24
1490	33
1491	29
1492	26
1493	34
1494	37
1495	31
1496	28
1497	39
1498	21
1499	34
1500	40
1501	35
1502	32
1503	36
1504	28
1505	44
1506	32
1507	27
1508	29
1509	21
1510	36
1511	31
1512	35
1513	43
1514	29
1515	37
1516	37
1517	32
1518	31
1519	27
1520	20
1521	34
1522	36
1523	36
1524	24
1525	16
1526	26
1527	28
1528	35
1529	40
1530	28
1531	35
1532	39
1533	30
1534	27
1535	26
1536	34
1537	30
1538	36
1539	30
1540	42
1541	38
1542	37
1543	24
1544	27
1545	38
1546	29
1547	22
1548	32
1549	26
1550	33
1551	35
1552	15
1553	36
1554	40
1555	35
1556	36
1557	25
1558	44
1559	37
1560	28
1561	36
1562	25
1563	28
1564	30
1565	29
1566	27
1567	37
1568	28
1569	32
1570	27
1571	29
1572	33
1573	26
1574	33
1575	30
1576	25
1577	33
1578	24
1579	35
1580	37
1581	23
1582	22
1583	24
1584	19
1585	40
1586	31
1587	21
1588	26
1589	29
1590	41
1591	23
1592	23
1593	36
1594	22
1595	40
1596	30
1597	24
1598	24
1599	31
1600	21
1601	21
1602	28
1603	31
1604	37
1605	24
1606	29
1607	29
1608	24
1609	28
1610	24
1611	25
1612	30
1613	42
1614	34
1615	23
1616	17
1617	19
1618	16
1619	32
1620	26
1621	19
1622	42
1623	26
1624	32
1625	33
1626	25
1627	33
1628	28
1629	29
1630	29
1631	35
1632	24
1633	25
1634	24
1635	35
1636	42
1637	21
1638	37
1639	36
1640	24
1641	48
1642	21
1643	32
1644	38
1645	32
1646	27
1647	25
1648	24
1649	23
1650	24
1651	32
1652	34
1653	23
1654	36
1655	22
1656	30
1657	28
1658	22
1659	26
1660	29
1661	26
1662	29
1663	24
1664	22
1665	21
1666	23
1667	33
1668	32
1669	31
1670	26
1671	28
1672	19
1673	26
1674	23
1675	30
1676	30
1677	40
1678	24
1679	29
1680	33
1681	28
1682	26
1683	34
1684	31
1685	29
1686	43
1687	22
1688	22
1689	29
1690	24
1691	44
1692	22
1693	29
1694	42
1695	35
1696	23
1697	34
1698	28
1699	27
1700	24
1701	24
1702	35
1703	31
1704	19
1705	33
1706	27
1707	35
1708	32
1709	29
1710	19
1711	21
1712	30
1713	31
1714	32
1715	37
1716	19
1717	22
1718	31
1719	30
1720	31
1721	27
1722	23
1723	30
1724	33
1725	30
1726	22
1727	28
1728	27
1729	19
1730	26
1731	27
1732	26
1733	18
1734	34
1735	21
1736	30
1737	35
1738	21
1739	29
1740	42
1741	25
1742	30
1743	26
1744	24
1745	29
1746	31
1747	32
1748	23
1749	20
1750	33
1751	24
1752	26
1753	42
1754	29
1755	29
1756	23
1757	40
1758	35
1759	27
1760	19
1761	19
1762	25
1763	33
1764	36
1765	10
1766	30
1767	28
1768	22
1769	21
1770	25
1771	23
1772	26
1773	29
1774	34
1775	23
1776	24
1777	27
1778	31
1779	31
1780	39
1781	16
1782	38
1783	34
1784	20
1785	29
1786	26
1787	38
1788	27
1789	32
1790	32
1791	43
1792	25
1793	23
1794	28
1795	26
1796	30
1797	23
1798	32
1799	24
1800	26
1801	31
1802	25
1803	21
1804	24
1805	29
1806	21
1807	28
1808	30
1809	33
1810	27
1811	34
1812	25
1813	16
1814	31
1815	25
1816	26
1817	38
1818	35
1819	33
1820	28
1821	22
1822	28
1823	24
1824	28
1825	25
1826	34
1827	25
1828	35
1829	17
1830	25
1831	20
1832	23
1833	38
1834	32
1835	24
1836	34
1837	29
1838	28
1839	22
1840	24
1841	17
1842	32
1843	31
1844	31
1845	20
1846	31
1847	27
1848	14
1849	40
1850	19
1851	22
1852	29
1853	28
1854	27
1855	30
1856	25
1857	19
1858	31
1859	24
1860	30
1861	25
1862	31
1863	24
1864	31
1865	32
1866	25
1867	29
1868	40
1869	29
1870	27
1871	24
1872	23
1873	32
1874	36
1875	21
1876	27
1877	24
1878	31
1879	31
1880	29
1881	27
1882	21
1883	42
1884	31
1885	31
1886	19
1887	35
1888	31
1889	25
1890	27
1891	19
1892	43
1893	14
1894	28
1895	25
1896	23
1897	41
1898	26
1899	23
1900	38
1901	27
1902	20
1903	13
1904	22
1905	27
1906	26
1907	29
1908	25
1909	26
1910	29
1911	22
1912	23
1913	33
1914	27
1915	26
1916	22
1917	24
1918	26
1919	25
1920	30
1921	21
1922	22
1923	36
1924	41
1925	20
1926	35
1927	20
1928	29
1929	45
1930	27
1931	26
1932	26
1933	22
1934	28
1935	25
1936	24
1937	31
1938	30
1939	34
1940	28
1941	17
1942	27
1943	19
1944	31
1945	27
1946	22
1947	25
1948	24
1949	27
1950	31
1951	31
1952	23
1953	21
1954	29
1955	23
1956	24
1957	19
1958	34
1959	21
1960	19
1961	41
1962	19
1963	27
1964	37
1965	18
1966	26
1967	21
1968	30
1969	29
1970	24
1971	26
1972	27
1973	20
1974	39
1975	33
1976	15
1977	34
1978	21
1979	35
1980	29
1981	28
1982	23
1983	16
1984	28
1985	24
1986	23
1987	26
1988	33
1989	22
1990	29
1991	17
1992	20
1993	25
1994	18
1995	24
1996	43
1997	27
1998	29
1999	17
2000	24
2001	20
2002	32
2003	32
2004	29
2005	14
2006	30
2007	16
2008	28
2009	27
2010	26
2011	22
2012	27
2013	31
2014	31
2015	24
2016	27
2017	24
2018	33
2019	28
2020	29
2021	25
2022	34
2023	19
2024	28
2025	28
2026	27
2027	24
2028	39
2029	18
2030	28
2031	16
2032	25
