Channel number	Impulses
2033	9
2034	9
2035	10
2036	6
2037	6
2038	7
2039	6
2040	4
2041	12
2042	5
2043	8
2044	4
2045	9
2046	8
2047	8
2048	4
2049	4
2050	10
2051	7
2052	10
2053	4
2054	8
2055	11
2056	9
2057	13
2058	5
2059	5
2060	8
2061	11
2062	5
2063	9
2064	5
2065	6
2066	5
2067	5
2068	7
2069	6
2070	10
2071	2
2072	6
2073	7
2074	3
2075	15
2076	7
2077	9
2078	10
2079	8
2080	5
2081	7
2082	7
2083	8
2084	9
2085	2
2086	12
2087	8
2088	6
2089	13
2090	7
2091	10
2092	10
2093	5
2094	4
2095	3
2096	6
2097	12
2098	7
2099	10
2100	10
2101	7
2102	6
2103	6
2104	3
2105	11
2106	4
2107	6
2108	2
2109	10
2110	7
2111	10
2112	4
2113	10
2114	6
2115	2
2116	6
2117	4
2118	9
2119	5
2120	7
2121	11
2122	8
2123	9
2124	7
2125	9
2126	4
2127	12
2128	1
2129	9
2130	8
2131	16
2132	7
2133	6
2134	10
2135	9
2136	6
2137	12
2138	6
2139	17
2140	4
2141	6
2142	4
2143	5
2144	5
2145	3
2146	9
2147	2
2148	6
2149	7
2150	5
2151	13
2152	4
2153	8
2154	8
2155	8
2156	3
2157	2
2158	5
2159	13
2160	7
2161	7
2162	8
2163	5
2164	6
2165	5
2166	10
2167	10
2168	4
2169	7
2170	2
2171	12
2172	9
2173	3
2174	5
2175	7
2176	8
2177	7
2178	8
2179	5
2180	7
2181	10
2182	12
2183	4
2184	4
2185	6
2186	8
2187	4
2188	9
2189	7
2190	6
2191	5
2192	3
2193	11
2194	12
2195	7
2196	7
2197	5
2198	9
2199	4
2200	7
2201	3
2202	1
2203	7
2204	4
2205	6
2206	7
2207	10
2208	5
2209	4
2210	9
2211	4
2212	5
2213	9
2214	9
2215	7
2216	4
2217	4
2218	4
2219	12
2220	14
2221	5
2222	4
2223	3
2224	8
2225	10
2226	11
2227	11
2228	11
2229	5
2230	9
2231	7
2232	7
2233	6
2234	3
2235	6
2236	4
2237	7
2238	5
2239	9
2240	6
2241	6
2242	9
2243	8
2244	8
2245	3
2246	1
2247	3
2248	9
2249	9
2250	6
2251	6
2252	12
2253	9
2254	4
2255	9
2256	7
2257	6
2258	14
2259	5
2260	6
2261	4
2262	7
2263	2
2264	4
2265	9
2266	5
2267	12
2268	9
2269	7
2270	8
2271	6
2272	13
2273	5
2274	9
2275	4
2276	6
2277	6
2278	2
2279	5
2280	5
2281	13
2282	4
2283	5
2284	5
2285	8
2286	6
2287	5
2288	5
2289	6
2290	5
2291	5
2292	4
2293	7
2294	8
2295	6
2296	2
2297	7
2298	7
2299	6
2300	5
2301	6
2302	10
2303	5
2304	5
2305	6
2306	6
2307	7
2308	7
2309	3
2310	7
2311	3
2312	8
2313	11
2314	3
2315	4
2316	12
2317	5
2318	8
2319	9
2320	2
2321	5
2322	8
2323	7
2324	3
2325	9
2326	11
2327	5
2328	12
2329	5
2330	7
2331	7
2332	3
2333	6
2334	9
2335	10
2336	6
2337	9
2338	5
2339	9
2340	6
2341	5
2342	9
2343	2
2344	6
2345	9
2346	4
2347	10
2348	7
2349	10
2350	12
2351	3
2352	10
2353	10
2354	6
2355	9
2356	15
2357	8
2358	11
2359	9
2360	5
2361	3
2362	7
2363	4
2364	4
2365	7
2366	7
2367	6
2368	7
2369	9
2370	5
2371	3
2372	5
2373	7
2374	12
2375	8
2376	4
2377	11
2378	9
2379	7
2380	10
2381	4
2382	6
2383	8
2384	4
2385	8
2386	6
2387	7
2388	7
2389	4
2390	12
2391	3
2392	9
2393	8
2394	7
2395	7
2396	4
2397	7
2398	9
2399	4
2400	5
2401	11
2402	4
2403	6
2404	8
2405	8
2406	8
2407	5
2408	7
2409	3
2410	4
2411	8
2412	7
2413	6
2414	9
2415	6
2416	1
2417	9
2418	8
2419	10
2420	14
2421	3
2422	10
2423	8
2424	10
2425	10
2426	2
2427	7
2428	9
2429	0
2430	9
2431	7
2432	9
2433	5
2434	7
2435	6
2436	11
2437	6
2438	5
2439	5
2440	5
2441	7
2442	2
2443	4
2444	8
2445	3
2446	7
2447	7
2448	7
2449	3
2450	8
2451	14
2452	7
2453	6
2454	8
2455	5
2456	8
2457	7
2458	8
2459	8
2460	8
2461	8
2462	7
2463	2
2464	5
2465	9
2466	7
2467	4
2468	9
2469	3
2470	7
2471	4
2472	6
2473	11
2474	7
2475	3
2476	5
2477	9
2478	7
2479	5
2480	7
2481	8
2482	6
2483	7
2484	6
2485	5
2486	5
2487	4
2488	6
2489	8
2490	4
2491	8
2492	9
2493	8
2494	5
2495	5
2496	7
2497	6
2498	4
2499	8
2500	6
2501	6
2502	8
2503	9
2504	11
2505	6
2506	7
2507	7
2508	6
2509	8
2510	6
2511	8
2512	5
2513	3
2514	5
2515	5
2516	5
2517	6
2518	6
2519	4
2520	9
2521	10
2522	3
2523	3
2524	3
2525	4
2526	7
2527	6
2528	9
2529	5
2530	8
2531	6
2532	6
2533	6
2534	8
2535	8
2536	11
2537	6
2538	2
2539	10
2540	11
2541	9
2542	8
2543	3
2544	7
2545	6
2546	9
2547	10
2548	8
2549	4
2550	13
2551	7
2552	8
2553	4
2554	4
2555	4
2556	4
2557	6
2558	14
2559	5
2560	8
2561	5
2562	5
2563	6
2564	5
2565	7
2566	8
2567	3
2568	5
2569	8
2570	7
2571	6
2572	6
2573	8
2574	6
2575	3
2576	4
2577	13
2578	6
2579	6
2580	4
2581	5
2582	9
2583	5
2584	9
2585	12
2586	4
2587	3
2588	9
2589	5
2590	7
2591	4
2592	12
2593	12
2594	9
2595	6
2596	10
2597	11
2598	3
2599	8
2600	2
2601	5
2602	3
2603	9
2604	3
2605	5
2606	10
2607	3
2608	4
2609	5
2610	5
2611	2
2612	6
2613	5
2614	7
2615	3
2616	5
2617	6
2618	7
2619	7
2620	7
2621	8
2622	6
2623	4
2624	4
2625	10
2626	8
2627	7
2628	9
2629	4
2630	9
2631	6
2632	8
2633	4
2634	5
2635	6
2636	4
2637	5
2638	4
2639	6
2640	8
2641	2
2642	4
2643	8
2644	7
2645	2
2646	6
2647	5
2648	6
2649	3
2650	5
2651	9
2652	10
2653	9
2654	5
2655	10
2656	8
2657	3
2658	7
2659	8
2660	12
2661	3
2662	5
2663	8
2664	4
2665	2
2666	3
2667	5
2668	11
2669	14
2670	4
2671	2
2672	5
2673	5
2674	8
2675	10
2676	3
2677	5
2678	3
2679	3
2680	3
2681	7
2682	5
2683	9
2684	4
2685	9
2686	10
2687	9
2688	1
2689	6
2690	8
2691	9
2692	3
2693	6
2694	8
2695	3
2696	4
2697	10
2698	1
2699	4
2700	2
2701	4
2702	3
2703	5
2704	3
2705	3
2706	9
2707	7
2708	6
2709	10
2710	8
2711	5
2712	1
2713	6
2714	4
2715	9
2716	8
2717	8
2718	9
2719	6
2720	2
2721	4
2722	10
2723	3
2724	7
2725	7
2726	7
2727	6
2728	1
2729	6
2730	6
2731	2
2732	6
2733	7
2734	4
2735	6
2736	7
2737	12
2738	7
2739	9
2740	6
2741	2
2742	5
2743	2
2744	5
2745	5
2746	6
2747	12
2748	6
2749	4
2750	8
2751	5
2752	12
2753	3
2754	9
2755	11
2756	11
2757	5
2758	9
2759	3
2760	6
2761	9
2762	6
2763	2
2764	9
2765	10
2766	7
2767	6
2768	2
2769	14
2770	4
2771	7
2772	10
2773	3
2774	7
2775	7
2776	3
2777	10
2778	3
2779	6
2780	6
2781	5
2782	7
2783	6
2784	4
2785	5
2786	5
2787	6
2788	10
2789	6
2790	6
2791	4
2792	7
2793	3
2794	6
2795	5
2796	7
2797	8
2798	2
2799	4
2800	6
2801	7
2802	6
2803	5
2804	11
2805	3
2806	7
2807	5
2808	2
2809	11
2810	1
2811	8
2812	4
2813	10
2814	5
2815	3
2816	6
2817	8
2818	11
2819	1
2820	9
2821	6
2822	8
2823	1
2824	5
2825	9
2826	5
2827	7
2828	7
2829	6
2830	4
2831	5
2832	8
2833	7
2834	3
2835	8
2836	8
2837	3
2838	13
2839	4
2840	4
2841	14
2842	7
2843	8
2844	9
2845	4
2846	8
2847	3
2848	5
2849	3
2850	7
2851	10
2852	7
2853	6
2854	12
2855	5
2856	3
2857	8
2858	3
2859	8
2860	4
2861	5
2862	2
2863	4
2864	3
2865	9
2866	6
2867	6
2868	6
2869	4
2870	8
2871	11
2872	6
2873	8
2874	2
2875	3
2876	6
2877	13
2878	8
2879	4
2880	3
2881	7
2882	5
2883	7
2884	6
2885	7
2886	8
2887	4
2888	5
2889	9
2890	4
2891	8
2892	6
2893	12
2894	6
2895	0
2896	11
2897	11
2898	4
2899	10
2900	4
2901	5
2902	8
2903	4
2904	7
2905	8
2906	0
2907	5
2908	7
2909	8
2910	4
2911	5
2912	9
2913	9
2914	6
2915	2
2916	4
2917	5
2918	7
2919	2
2920	7
2921	7
2922	4
2923	4
2924	8
2925	4
2926	7
2927	9
2928	6
2929	8
2930	6
2931	8
2932	12
2933	4
2934	9
2935	7
2936	7
2937	7
2938	1
2939	5
2940	7
2941	7
2942	5
2943	6
2944	6
2945	7
2946	3
2947	3
2948	5
2949	7
2950	7
2951	7
2952	9
2953	5
2954	5
2955	5
2956	8
2957	4
2958	7
2959	9
2960	3
2961	3
2962	8
2963	3
2964	8
2965	2
2966	7
2967	3
2968	6
2969	5
2970	4
2971	4
2972	2
2973	9
2974	3
2975	3
2976	3
2977	4
2978	4
2979	3
2980	8
2981	6
2982	11
2983	6
2984	12
2985	8
2986	3
2987	4
2988	9
2989	8
2990	4
2991	4
2992	6
