Channel number	Impulses
Channel/#	Impulses/#

0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	4
51	20
52	10
53	7
54	8
55	4
56	8
57	9
58	11
59	11
60	14
61	14
62	11
63	9
64	3
65	12
66	16
67	8
68	10
69	11
70	13
71	8
72	4
73	20
74	12
75	8
76	11
77	9
78	7
79	13
80	6
81	11
82	8
83	8
84	9
85	9
86	9
87	11
88	14
89	15
90	8
91	12
92	8
93	16
94	10
95	16
96	8
97	8
98	10
99	11
100	16
101	10
102	8
103	15
104	11
105	13
106	8
107	12
108	13
109	11
110	10
111	10
112	8
113	9
114	15
115	7
116	9
117	9
118	9
119	11
120	4
121	16
122	3
123	15
124	10
125	13
126	9
127	12
128	7
129	9
130	13
131	11
132	20
133	10
134	12
135	16
136	11
137	22
138	10
139	1
140	15
141	10
142	12
143	15
144	13
145	8
146	13
147	9
148	15
149	22
150	9
151	16
152	16
153	10
154	11
155	13
156	20
157	16
158	12
159	15
160	7
161	12
162	17
163	12
164	12
165	16
166	18
167	10
168	12
169	15
170	14
171	15
172	12
173	14
174	13
175	13
176	16
177	12
178	12
179	17
180	15
181	9
182	20
183	11
184	13
185	10
186	11
187	14
188	10
189	15
190	16
191	13
192	7
193	9
194	16
195	21
196	17
197	15
198	20
199	17
200	14
201	12
202	17
203	16
204	17
205	13
206	8
207	13
208	10
209	9
210	12
211	18
212	13
213	13
214	16
215	11
216	11
217	10
218	13
219	14
220	12
221	13
222	12
223	13
224	10
225	10
226	8
227	14
228	19
229	16
230	11
231	7
232	9
233	7
234	13
235	13
236	12
237	20
238	12
239	13
240	11
241	12
242	15
243	21
244	18
245	15
246	20
247	13
248	17
249	19
250	15
251	25
252	15
253	16
254	12
255	19
256	6
257	19
258	13
259	18
260	13
261	10
262	17
263	19
264	15
265	18
266	12
267	21
268	15
269	24
270	20
271	12
272	11
273	11
274	8
275	26
276	13
277	11
278	16
279	6
280	18
281	19
282	13
283	16
284	15
285	9
286	12
287	15
288	14
289	8
290	9
291	17
292	13
293	13
294	16
295	16
296	15
297	19
298	18
299	13
300	12
301	13
302	9
303	12
304	7
305	11
306	12
307	13
308	15
309	13
310	14
311	15
312	13
313	9
314	13
315	20
316	20
317	16
318	15
319	28
320	11
321	15
322	13
323	15
324	11
325	11
326	15
327	15
328	18
329	22
330	14
331	13
332	19
333	16
334	11
335	13
336	10
337	14
338	7
339	19
340	15
341	11
342	18
343	18
344	17
345	9
346	21
347	20
348	16
349	20
350	14
351	23
352	17
353	26
354	21
355	19
356	23
357	14
358	13
359	22
360	15
361	25
362	10
363	20
364	20
365	20
366	21
367	12
368	18
369	19
370	20
371	20
372	24
373	20
374	20
375	16
376	16
377	14
378	19
379	26
380	18
381	18
382	18
383	28
384	11
385	25
386	18
387	18
388	20
389	21
390	25
391	29
392	19
393	21
394	15
395	21
396	39
397	30
398	23
399	25
400	24
401	21
402	16
403	24
404	26
405	29
406	37
407	22
408	30
409	21
410	24
411	39
412	28
413	46
414	46
415	45
416	25
417	36
418	46
419	49
420	48
421	47
422	55
423	54
424	47
425	50
426	52
427	51
428	69
429	62
430	65
431	72
432	63
433	49
434	70
435	57
436	67
437	58
438	59
439	67
440	47
441	66
442	49
443	60
444	66
445	52
446	55
447	53
448	33
449	50
450	50
451	42
452	50
453	44
454	43
455	38
456	41
457	54
458	39
459	38
460	50
461	53
462	44
463	48
464	37
465	37
466	37
467	43
468	36
469	30
470	30
471	24
472	28
473	30
474	37
475	35
476	27
477	33
478	20
479	39
480	23
481	43
482	30
483	19
484	37
485	27
486	44
487	30
488	26
489	49
490	33
491	43
492	39
493	30
494	28
495	36
496	46
497	34
498	43
499	38
500	44
501	31
502	47
503	49
504	38
505	36
506	30
507	26
508	41
509	34
510	36
511	50
512	17
513	30
514	34
515	39
516	26
517	31
518	48
519	34
520	27
521	28
522	34
523	34
524	29
525	37
526	38
527	31
528	25
529	30
530	29
531	34
532	26
533	27
534	29
535	27
536	28
537	22
538	30
539	34
540	17
541	29
542	19
543	33
544	19
545	26
546	22
547	26
548	22
549	23
550	28
551	27
552	23
553	28
554	22
555	22
556	28
557	21
558	27
559	21
560	21
561	21
562	23
563	28
564	28
565	27
566	30
567	31
568	16
569	28
570	31
571	24
572	19
573	20
574	23
575	45
576	21
577	15
578	31
579	28
580	17
581	16
582	29
583	22
584	32
585	33
586	16
587	34
588	16
589	28
590	31
591	30
592	22
593	29
594	32
595	30
596	25
597	29
598	34
599	24
600	25
601	43
602	25
603	30
604	30
605	26
606	23
607	25
608	22
609	30
610	20
611	29
612	30
613	25
614	34
615	30
616	29
617	35
618	27
619	36
620	33
621	25
622	36
623	27
624	21
625	33
626	32
627	33
628	30
629	22
630	32
631	38
632	19
633	35
634	34
635	35
636	25
637	24
638	28
639	46
640	13
641	25
642	32
643	36
644	28
645	26
646	29
647	34
648	21
649	33
650	27
651	33
652	31
653	40
654	23
655	25
656	27
657	29
658	28
659	34
660	30
661	25
662	31
663	28
664	36
665	34
666	27
667	40
668	26
669	32
670	40
671	50
672	23
673	28
674	23
675	27
676	30
677	22
678	20
679	34
680	24
681	26
682	35
683	31
684	29
685	30
686	30
687	38
688	27
689	19
690	31
691	46
692	26
693	35
694	52
695	33
696	31
697	39
698	24
699	40
700	30
701	40
702	32
703	49
704	24
705	35
706	17
707	34
708	33
709	25
710	39
711	29
712	29
713	48
714	21
715	41
716	36
717	36
718	36
719	22
720	24
721	27
722	33
723	48
724	31
725	27
726	43
727	32
728	35
729	44
730	21
731	41
732	29
733	37
734	33
735	35
736	27
737	31
738	41
739	40
740	41
741	26
742	35
743	29
744	45
745	40
746	23
747	33
748	41
749	40
750	40
751	31
752	33
753	33
754	37
755	35
756	34
757	23
758	33
759	35
760	31
761	35
762	27
763	27
764	38
765	28
766	34
767	55
768	20
769	37
770	46
771	36
772	35
773	31
774	40
775	26
776	38
777	35
778	24
779	31
780	34
781	42
782	41
783	29
784	23
785	33
786	24
787	34
788	23
789	30
790	37
791	22
792	29
793	36
794	31
795	28
796	35
797	34
798	24
799	32
800	29
801	24
802	31
803	26
804	37
805	25
806	43
807	28
808	34
809	28
810	18
811	24
812	38
813	25
814	29
815	32
816	33
817	27
818	30
819	34
820	23
821	31
822	35
823	21
824	29
825	39
826	34
827	36
828	33
829	24
830	34
831	32
832	13
833	27
834	29
835	27
836	29
837	19
838	27
839	25
840	27
841	32
842	26
843	23
844	36
845	28
846	37
847	26
848	26
849	27
850	29
851	35
852	19
853	29
854	29
855	24
856	14
857	24
858	27
859	26
860	33
861	22
862	15
863	30
864	18
865	31
866	32
867	31
868	26
869	14
870	30
871	20
872	24
873	25
874	27
875	24
876	24
877	21
878	25
879	26
880	25
881	27
882	34
883	25
884	33
885	22
886	25
887	28
888	24
889	32
890	26
891	34
892	30
893	29
894	16
895	29
896	21
897	29
898	32
899	27
900	23
901	16
902	32
903	19
904	26
905	31
906	26
907	19
908	25
909	17
910	26
911	29
912	41
913	32
914	30
915	22
916	20
917	23
918	30
919	25
920	22
921	31
922	18
923	28
924	29
925	26
926	24
927	20
928	20
929	31
930	24
931	17
932	33
933	22
934	32
935	22
936	23
937	26
938	24
939	23
940	28
941	24
942	34
943	15
944	28
945	27
946	20
947	33
948	22
949	25
950	30
951	23
952	14
953	27
954	21
955	25
956	25
957	22
958	25
959	32
960	23
961	22
962	34
963	29
964	25
965	18
966	23
967	22
968	27
969	24
970	33
971	16
972	24
973	20
974	26
975	17
976	13
977	36
978	25
979	29
980	18
981	20
982	30
983	13
984	26
985	20
986	27
987	22
988	18
989	21
990	22
991	30
992	22
993	24
994	17
995	25
996	21
997	12
998	20
999	15
1000	26
1001	30
1002	16
1003	21
1004	21
1005	23
1006	21
1007	22
1008	19
1009	15
1010	29
1011	19
1012	23
1013	26
1014	27
1015	22
1016	24
1017	17
1018	27
1019	28
1020	24
1021	28
1022	19
1023	32
1024	8
1025	17
1026	23
1027	21
1028	22
1029	14
1030	20
1031	20
1032	21
1033	29
1034	16
1035	19
1036	30
1037	13
1038	12
1039	18
1040	22
1041	20
1042	31
1043	26
1044	16
1045	29
1046	37
1047	17
1048	24
1049	31
1050	12
1051	30
1052	24
1053	22
1054	22
1055	36
1056	10
1057	17
1058	26
1059	20
1060	17
1061	16
1062	23
1063	24
1064	19
1065	27
1066	18
1067	25
1068	24
1069	23
1070	25
1071	20
1072	14
1073	17
1074	18
1075	25
1076	23
1077	24
1078	15
1079	26
1080	19
1081	18
1082	20
1083	25
1084	18
1085	20
1086	21
1087	25
1088	19
1089	23
1090	24
1091	18
1092	20
1093	20
1094	17
1095	18
1096	19
1097	23
1098	20
1099	17
1100	26
1101	30
1102	12
1103	30
1104	18
1105	21
1106	22
1107	27
1108	18
1109	16
1110	29
1111	21
1112	22
1113	26
1114	17
1115	28
1116	25
1117	25
1118	16
1119	27
1120	13
1121	12
1122	18
1123	25
1124	24
1125	21
1126	26
1127	17
1128	15
1129	26
1130	13
1131	20
1132	20
1133	24
1134	22
1135	24
1136	10
1137	23
1138	31
1139	30
1140	13
1141	13
1142	25
1143	23
1144	15
1145	19
1146	18
1147	19
1148	10
1149	13
1150	27
1151	27
1152	12
1153	21
1154	34
1155	19
1156	26
1157	20
1158	24
1159	26
1160	17
1161	22
1162	20
1163	15
1164	31
1165	13
1166	21
1167	21
1168	22
1169	19
1170	16
1171	17
1172	20
1173	15
1174	25
1175	21
1176	22
1177	11
1178	22
1179	27
1180	20
1181	18
1182	21
1183	25
1184	12
1185	20
1186	27
1187	21
1188	31
1189	18
1190	24
1191	20
1192	12
1193	21
1194	24
1195	16
1196	13
1197	29
1198	24
1199	20
1200	27
1201	24
1202	27
1203	23
1204	15
1205	14
1206	29
1207	31
1208	13
1209	33
1210	11
1211	19
1212	15
1213	19
1214	26
1215	29
1216	20
1217	32
1218	23
1219	24
1220	27
1221	15
1222	29
1223	19
1224	24
1225	29
1226	10
1227	22
1228	26
1229	23
1230	20
1231	23
1232	16
1233	18
1234	20
1235	20
1236	17
1237	21
1238	26
1239	17
1240	20
1241	22
1242	25
1243	26
1244	9
1245	22
1246	22
1247	23
1248	15
1249	18
1250	16
1251	28
1252	33
1253	19
1254	21
1255	23
1256	23
1257	18
1258	23
1259	21
1260	25
1261	22
1262	18
1263	22
1264	17
1265	23
1266	22
1267	24
1268	20
1269	25
1270	25
1271	19
1272	16
1273	26
1274	25
1275	29
1276	18
1277	19
1278	20
1279	35
1280	13
1281	19
1282	31
1283	22
1284	21
1285	16
1286	20
1287	16
1288	20
1289	20
1290	11
1291	23
1292	31
1293	25
1294	14
1295	14
1296	11
1297	22
1298	18
1299	26
1300	20
1301	20
1302	25
1303	19
1304	17
1305	23
1306	18
1307	32
1308	18
1309	15
1310	17
1311	24
1312	13
1313	37
1314	24
1315	30
1316	27
1317	14
1318	30
1319	24
1320	11
1321	26
1322	20
1323	17
1324	23
1325	18
1326	21
1327	17
1328	21
1329	25
1330	25
1331	22
1332	18
1333	17
1334	15
1335	17
1336	15
1337	17
1338	20
1339	20
1340	14
1341	16
1342	19
1343	29
1344	22
1345	11
1346	13
1347	16
1348	17
1349	11
1350	20
1351	15
1352	19
1353	20
1354	13
1355	21
1356	22
1357	29
1358	18
1359	15
1360	19
1361	20
1362	22
1363	26
1364	23
1365	18
1366	26
1367	16
1368	14
1369	24
1370	12
1371	23
1372	19
1373	25
1374	18
1375	26
1376	21
1377	23
1378	28
1379	24
1380	26
1381	17
1382	25
1383	24
1384	18
1385	27
1386	24
1387	18
1388	30
1389	18
1390	30
1391	23
1392	19
1393	23
1394	16
1395	27
1396	24
1397	22
1398	27
1399	17
1400	16
1401	33
1402	20
1403	34
1404	26
1405	21
1406	26
1407	30
1408	19
1409	22
1410	24
1411	24
1412	15
1413	16
1414	19
1415	17
1416	18
1417	22
1418	19
1419	25
1420	28
1421	20
1422	18
1423	19
1424	31
1425	15
1426	18
1427	37
1428	28
1429	8
1430	28
1431	15
1432	24
1433	20
1434	24
1435	19
1436	19
1437	20
1438	29
1439	23
1440	18
1441	28
1442	25
1443	24
1444	27
1445	24
1446	21
1447	27
1448	13
1449	18
1450	18
1451	20
1452	28
1453	15
1454	20
1455	16
1456	18
1457	22
1458	27
1459	19
1460	21
1461	13
1462	19
1463	29
1464	23
1465	33
1466	21
1467	26
1468	24
1469	18
1470	23
1471	19
1472	18
1473	21
1474	18
1475	15
1476	21
1477	19
1478	32
1479	13
1480	14
1481	23
1482	17
1483	20
1484	24
1485	18
1486	19
1487	24
1488	23
1489	18
1490	18
1491	18
1492	13
1493	21
1494	22
1495	29
1496	20
1497	18
1498	22
1499	28
1500	20
1501	12
1502	16
1503	30
1504	11
1505	18
1506	22
1507	20
1508	23
1509	16
1510	32
1511	17
1512	18
1513	25
1514	22
1515	19
1516	22
1517	23
1518	25
1519	21
1520	19
1521	20
1522	13
1523	28
1524	21
1525	19
1526	15
1527	17
1528	20
1529	27
1530	15
1531	23
1532	20
1533	17
1534	18
1535	20
1536	15
1537	11
1538	20
1539	23
1540	16
1541	11
1542	28
1543	18
1544	13
1545	25
1546	16
1547	20
1548	16
1549	22
1550	26
1551	19
1552	18
1553	20
1554	26
1555	18
1556	14
1557	19
1558	14
1559	9
1560	15
1561	19
1562	19
1563	20
1564	15
1565	18
1566	14
1567	19
1568	8
1569	27
1570	16
1571	19
1572	19
1573	9
1574	20
1575	23
1576	14
1577	27
1578	14
1579	14
1580	16
1581	14
1582	19
1583	15
1584	21
1585	16
1586	22
1587	18
1588	19
1589	14
1590	21
1591	18
1592	12
1593	25
1594	18
1595	14
1596	18
1597	10
1598	22
1599	17
1600	17
1601	14
1602	18
1603	14
1604	27
1605	6
1606	14
1607	14
1608	19
1609	17
1610	18
1611	16
1612	16
1613	15
1614	21
1615	11
1616	15
1617	15
1618	12
1619	18
1620	20
1621	15
1622	16
1623	10
1624	17
1625	20
1626	18
1627	21
1628	14
1629	20
1630	13
1631	17
1632	12
1633	18
1634	10
1635	17
1636	16
1637	9
1638	16
1639	14
1640	11
1641	24
1642	8
1643	13
1644	15
1645	13
1646	9
1647	17
1648	9
1649	12
1650	15
1651	18
1652	9
1653	14
1654	22
1655	12
1656	9
1657	5
1658	13
1659	24
1660	17
1661	11
1662	13
1663	24
1664	6
1665	11
1666	11
1667	12
1668	9
1669	6
1670	15
1671	7
1672	10
1673	4
1674	13
1675	13
1676	12
1677	7
1678	14
1679	12
1680	10
1681	17
1682	7
1683	11
1684	12
1685	4
1686	16
1687	12
1688	14
1689	12
1690	6
1691	12
1692	17
1693	9
1694	13
1695	11
1696	7
1697	8
1698	17
1699	13
1700	15
1701	11
1702	15
1703	11
1704	8
1705	19
1706	7
1707	7
1708	14
1709	12
1710	17
1711	7
1712	10
1713	9
1714	10
1715	13
1716	14
1717	7
1718	10
1719	14
1720	12
1721	16
1722	12
1723	22
1724	8
1725	13
1726	8
1727	11
1728	10
1729	6
1730	11
1731	4
1732	7
1733	11
1734	10
1735	8
1736	12
1737	9
1738	10
1739	10
1740	10
1741	10
1742	12
1743	10
1744	12
1745	6
1746	8
1747	10
1748	4
1749	8
1750	13
1751	7
1752	15
1753	13
1754	6
1755	10
1756	10
1757	11
1758	8
1759	14
1760	5
1761	8
1762	11
1763	10
1764	12
1765	10
1766	19
1767	10
1768	6
1769	13
1770	8
1771	6
1772	5
1773	18
1774	9
1775	7
1776	5
1777	8
1778	7
1779	7
1780	7
1781	12
1782	14
1783	7
1784	13
1785	14
1786	14
1787	12
1788	10
1789	7
1790	15
1791	9
1792	6
1793	15
1794	14
1795	8
1796	10
1797	4
1798	17
1799	6
1800	5
1801	9
1802	8
1803	4
1804	6
1805	7
1806	9
1807	5
1808	7
1809	12
1810	8
1811	7
1812	10
1813	7
1814	9
1815	7
1816	8
1817	11
1818	11
1819	14
1820	6
1821	12
1822	9
1823	8
1824	9
1825	8
1826	16
1827	8
1828	10
1829	6
1830	11
1831	11
1832	8
1833	7
1834	10
1835	8
1836	8
1837	8
1838	9
1839	6
1840	11
1841	4
1842	10
1843	9
1844	10
1845	7
1846	5
1847	10
1848	8
1849	9
1850	5
1851	9
1852	6
1853	7
1854	9
1855	4
1856	3
1857	7
1858	11
1859	9
1860	7
1861	2
1862	11
1863	4
1864	14
1865	5
1866	8
1867	5
1868	10
1869	11
1870	8
1871	7
1872	5
1873	11
1874	9
1875	6
1876	10
1877	6
1878	11
1879	8
1880	9
1881	8
1882	10
1883	9
1884	13
1885	12
1886	12
1887	7
1888	4
1889	9
1890	7
1891	15
1892	16
1893	6
1894	6
1895	3
1896	12
1897	9
1898	4
1899	12
1900	11
1901	8
1902	13
1903	2
1904	6
1905	10
1906	6
1907	12
1908	13
1909	9
1910	11
1911	7
1912	12
1913	13
1914	6
1915	7
1916	6
1917	12
1918	8
1919	7
1920	6
1921	14
1922	9
1923	1
1924	8
1925	8
1926	7
1927	10
1928	5
1929	12
1930	7
1931	9
1932	11
1933	8
1934	3
1935	5
1936	7
1937	7
1938	8
1939	9
1940	7
1941	6
1942	6
1943	7
1944	3
1945	9
1946	4
1947	9
1948	8
1949	15
1950	15
1951	7
1952	6
1953	6
1954	4
1955	5
1956	12
1957	6
1958	7
1959	2
1960	10
1961	10
1962	10
1963	5
1964	11
1965	9
1966	7
1967	4
1968	5
1969	9
1970	10
1971	12
1972	13
1973	11
1974	7
1975	8
1976	4
1977	13
1978	9
1979	6
1980	6
1981	5
1982	9
1983	11
1984	12
1985	7
1986	10
1987	6
1988	11
1989	7
1990	9
1991	5
1992	15
1993	11
1994	6
1995	4
1996	5
1997	7
1998	5
1999	5
2000	9
2001	8
2002	9
2003	12
2004	10
2005	5
2006	13
2007	8
2008	7
2009	11
2010	9
2011	17
2012	6
2013	11
2014	4
2015	6
2016	10
2017	4
2018	10
2019	4
2020	8
2021	12
2022	8
2023	8
2024	4
2025	5
2026	5
2027	7
2028	7
2029	7
2030	7
2031	4
2032	5
