Record Length,1.024000e+03,,          0.00000, -48.94850,
Sample Interval,2.466067e+00,,          2.46607, -46.54850,
Trigger Point,0.000000000000e+00,,          4.93213, -52.94850,
,,,          7.39820, -98.14850,
,,,          9.86427, -99.34850,
,,,         12.33033, -95.74850,
Source,MATH,,         14.79640, -98.54850,
Vertical Units,dB,,         17.26247,-102.54850,
Vertical Scale,1.000000e+01,,         19.72854,-105.74850,
Vertical Offset,0.000000e+00,,         22.19460,-112.54850,
Horizontal Units,Hz,,         24.66067,-104.14850,
Horizontal Scale,2.525253e+02,,         27.12674,-114.94850,
Pt Fmt,Y,,         29.59280,-112.54850,
Yzero,-7.494850e+01,,         32.05887,-101.34850,
Probe Atten,1.000000e+00,,         34.52494,-102.54850,
Model Number,TDS2024B,,         36.99100,-105.74850,
Serial Number,058466,,         39.45707,-108.54850,
Firmware Version,FV:v22.13,,         41.92314,-108.54850,
,,,44.38921,-104.14850,
,,,46.85528, -92.54850,
,,,49.32135, -91.74850,
,,,51.78742, -92.54850,
,,,54.25349,-101.34850,
,,,56.71956,-104.14850,
,,,59.18563,-108.54850,
,,,61.65170,-106.54850,
,,,64.11777,-101.34850,
,,,66.58384, -95.74850,
,,,69.04991, -96.54850,
,,,71.51598,-101.34850,
,,,73.98205,-104.14850,
,,,76.44812,-108.54850,
,,,78.91419,-100.54850,
,,,81.38026,-102.54850,
,,,83.84633,-100.54850,
,,,86.31240,-101.34850,
,,,88.77847,-105.74850,
,,,91.24454,-104.14850,
,,,93.71061, -92.14850,
,,,96.17668, -80.94850,
,,,98.64275, -78.14850,
,,,101.10882, -78.54850,
,,,103.57489, -79.74850,
,,,106.04096, -88.54850,
,,,108.50703, -97.74850,
,,,110.97310, -95.34850,
,,,113.43917, -96.54850,
,,,115.90524, -96.94850,
,,,118.37131,-100.94850,
,,,120.83738,-106.54850,
,,,123.30345,-114.94850,
,,,125.76952,-102.94850,
,,,128.23559,-103.34850,
,,,130.70166, -99.34850,
,,,133.16773,-101.34850,
,,,135.63380,-102.54850,
,,,138.09987, -99.34850,
,,,140.56594, -96.94850,
,,,143.03201, -95.74850,
,,,145.49808,-104.14850,
,,,147.96415,-100.54850,
,,,150.43022, -94.54850,
,,,152.89629, -93.74850,
,,,155.36236, -97.74850,
,,,157.82843, -97.74850,
,,,160.29450, -93.34850,
,,,162.76057, -93.74850,
,,,165.22664, -92.54850,
,,,167.69271, -92.94850,
,,,170.15878, -96.14850,
,,,172.62485, -97.74850,
,,,175.09092,-100.54850,
,,,177.55699,-106.54850,
,,,180.02306,-114.94850,
,,,182.48913,-114.94850,
,,,184.95520,-112.54850,
,,,187.42127, -99.74850,
,,,189.88734, -96.14850,
,,,192.35341, -93.74850,
,,,194.81948, -91.34850,
,,,197.28555, -88.54850,
,,,199.75162, -88.94850,
,,,202.21769, -90.54850,
,,,204.68376, -92.94850,
,,,207.14983, -97.74850,
,,,209.61590,-102.54850,
,,,212.08197,-102.54850,
,,,214.54804,-109.34850,
,,,217.01411,-114.94850,
,,,219.48018,-108.54850,
,,,221.94625,-102.94850,
,,,224.41232,-104.14850,
,,,226.87839,-103.34850,
,,,229.34446,-108.54850,
,,,231.81053,-102.54850,
,,,234.27660,-101.34850,
,,,236.74267,-109.34850,
,,,239.20874,-102.94850,
,,,241.67481, -99.74850,
,,,244.14088, -99.74850,
,,,246.60695,-100.94850,
,,,249.07302, -94.54850,
,,,251.53909, -93.74850,
,,,254.00516, -94.54850,
,,,256.47123, -95.74850,
,,,258.93730, -94.94850,
,,,261.40337, -93.74850,
,,,263.86944, -94.94850,
,,,266.33551,-100.14850,
,,,268.80158,-103.34850,
,,,271.26765, -97.34850,
,,,273.73372, -98.54850,
,,,276.19979, -99.34850,
,,,278.66586, -95.74850,
,,,281.13193, -96.94850,
,,,283.59800,-112.54850,
,,,286.06407,-108.54850,
,,,288.53014,-104.14850,
,,,290.99621, -96.14850,
,,,293.46228, -95.74850,
,,,295.92835, -96.14850,
,,,298.39442, -95.34850,
,,,300.86049, -96.14850,
,,,303.32656,-100.14850,
,,,305.79263,-100.14850,
,,,308.25870, -98.54850,
,,,310.72477, -96.14850,
,,,313.19084, -95.74850,
,,,315.65691, -99.34850,
,,,318.12298,-104.14850,
,,,320.58905,-109.34850,
,,,323.05512,-101.34850,
,,,325.52119, -96.14850,
,,,327.98726, -94.14850,
,,,330.45333, -97.74850,
,,,332.91940,-108.54850,
,,,335.38547,-114.94850,
,,,337.85154,-114.94850,
,,,340.31761,-105.34850,
,,,342.78368,-105.34850,
,,,345.24975, -99.74850,
,,,347.71582, -95.34850,
,,,350.18189, -95.74850,
,,,352.64796, -96.94850,
,,,355.11403,-102.54850,
,,,357.58010,-114.94850,
,,,360.04617,-101.34850,
,,,362.51224, -97.34850,
,,,364.97831, -96.14850,
,,,367.44438, -96.94850,
,,,369.91045, -98.94850,
,,,372.37652, -98.94850,
