SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Aug 25 17:07:17 EST 2017
User: z3470068
Dark Spectrum Present: Yes
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2+F03475
Integration Time (usec): 1000 (USB2+F03475)
Spectra Averaged: 50 (USB2+F03475)
Boxcar Smoothing: 0 (USB2+F03475)
Correct for Electrical Dark: No (USB2+F03475)
Strobe/Lamp Enabled: No (USB2+F03475)
Correct for Detector Non-linearity: No (USB2+F03475)
Correct for Stray Light: No (USB2+F03475)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
441.04	54.01
441.42	54.01
441.79	54.01
442.17	48.95
442.55	44.61
442.93	58.03
443.31	47.64
443.68	63.50
444.06	52.70
444.44	52.61
444.82	57.49
445.19	48.54
445.57	53.69
445.95	57.63
446.33	57.08
446.70	57.90
447.08	54.19
447.46	62.96
447.84	48.22
448.21	52.11
448.59	52.47
448.97	66.80
449.35	58.30
449.72	54.82
450.10	52.25
450.48	58.57
450.85	52.29
451.23	67.70
451.61	53.11
451.98	54.06
452.36	53.87
452.74	46.55
453.11	71.64
453.49	56.36
453.87	66.71
454.24	61.96
454.62	67.57
455.00	48.32
455.37	70.10
455.75	52.20
456.13	41.99
456.50	66.35
456.88	53.24
457.26	61.92
457.63	58.76
458.01	55.77
458.38	52.93
458.76	53.83
459.14	48.68
459.51	61.38
459.89	53.15
460.26	55.68
460.64	44.61
461.02	63.05
461.39	71.95
461.77	47.14
462.14	52.34
462.52	55.00
462.89	52.07
463.27	59.61
463.65	55.64
464.02	57.85
464.40	58.85
464.77	47.50
465.15	56.72
465.52	51.34
465.90	52.88
466.27	55.77
466.65	56.99
467.02	55.50
467.40	55.91
467.77	59.57
468.15	53.20
468.52	50.85
468.90	57.22
469.27	62.91
469.65	45.60
470.02	62.51
470.40	63.05
470.77	56.00
471.15	64.27
471.52	51.21
471.90	61.02
472.27	53.96
472.65	49.72
473.02	67.21
473.39	66.08
473.77	49.99
474.14	43.93
474.52	53.51
474.89	73.76
475.27	61.15
475.64	70.51
476.01	57.76
476.39	61.42
476.76	49.58
477.14	57.40
477.51	46.37
477.88	55.91
478.26	58.62
478.63	63.32
479.01	50.89
479.38	57.58
479.75	59.93
480.13	58.12
480.50	50.35
480.87	62.42
481.25	55.14
481.62	53.38
481.99	55.86
482.37	56.27
482.74	58.39
483.11	41.63
483.49	57.81
483.86	54.33
484.23	56.09
484.61	59.07
484.98	59.30
485.35	67.79
485.73	54.60
486.10	60.11
486.47	60.97
486.84	52.61
487.22	55.09
487.59	54.19
487.96	55.77
488.34	72.81
488.71	57.58
489.08	43.48
489.45	63.41
489.83	67.89
490.20	56.86
490.57	55.50
490.94	65.08
491.32	52.88
491.69	54.06
492.06	57.17
492.43	53.38
492.81	63.41
493.18	67.03
493.55	61.02
493.92	43.98
494.29	65.22
494.67	63.86
495.04	59.21
495.41	42.44
495.78	53.60
496.15	54.42
496.52	53.92
496.90	65.13
497.27	58.03
497.64	50.62
498.01	44.79
498.38	73.08
498.75	58.48
499.13	45.60
499.50	64.54
499.87	61.47
500.24	48.90
500.61	48.63
500.98	57.99
501.35	58.12
501.73	56.63
502.10	70.01
502.47	62.10
502.84	63.23
503.21	59.93
503.58	68.65
503.95	69.24
504.32	62.73
504.69	53.87
505.06	54.73
505.43	68.11
505.81	65.35
506.18	55.18
506.55	65.44
506.92	65.35
507.29	70.28
507.66	65.72
508.03	67.93
508.40	56.27
508.77	63.41
509.14	63.00
509.51	70.15
509.88	84.56
510.25	69.51
510.62	81.72
510.99	66.21
511.36	77.51
511.73	75.57
512.10	78.37
512.47	66.44
512.84	82.48
513.21	62.42
513.58	64.68
513.95	74.66
514.32	75.66
514.69	75.03
515.06	53.69
515.43	77.20
