1_x	1_y
1.430828	18.681079
1.685591	18.681079
2.704641	18.935830
3.468929	17.916826
4.233216	17.407325
5.507029	18.681079
5.252267	17.152574
7.290367	18.171577
7.290367	16.897823
9.073705	18.171577
8.309417	16.643073
10.602280	16.388322
10.347518	16.897823
11.876093	16.897823
12.640381	16.388322
13.659431	16.133571
14.168956	16.133571
15.188006	15.369319
16.461819	16.133571
15.952294	14.859817
17.480869	16.133571
18.499919	14.605067
20.028495	15.114568
19.518970	15.114568
21.302308	14.605067
21.047545	14.605067
23.085645	14.605067
22.576120	14.859817
24.104696	13.586064
25.123746	14.350316
26.142796	12.821811
26.397559	14.605067
27.416609	14.095565
28.180896	14.605067
28.435659	14.095565
30.473759	14.095565
30.728522	14.095565
32.257097	13.840814
32.511860	14.095565
33.021385	13.331313
34.040435	13.331313
34.549960	12.567061
35.569011	13.586064
36.333298	12.567061
37.352348	14.095565
38.116636	12.567061
39.645211	13.076562
39.135686	13.076562
41.428549	13.331313
40.664262	12.312310
41.938074	12.567061
42.957125	13.076562
43.976175	13.076562
44.485700	13.331313
45.249988	12.567061
46.269038	13.840814
47.033325	12.821811
48.052376	14.095565
48.307138	13.840814
50.345239	13.840814
49.580951	13.586064
51.873814	14.095565
51.109526	14.350316
53.402389	14.095565
53.147627	14.859817
54.676202	13.840814
55.440490	15.114568
56.204777	14.350316
56.969065	14.605067
57.733353	15.624070
59.007165	15.624070
58.497640	15.624070
61.045266	15.624070
60.535741	15.624070
62.573841	15.114568
61.809553	16.897823
63.338129	15.624070
64.357179	17.152574
65.121467	15.624070
66.650042	17.662076
66.140517	16.133571
68.433380	17.916826
67.669092	16.388322
70.216718	17.407325
69.452430	17.662076
71.490530	17.662076
70.981005	17.662076
72.509581	17.916826
73.273868	17.916826
73.273868	17.662076
75.057206	18.935830
75.311969	17.916826
77.350069	19.190580
76.840544	17.662076
78.878645	19.190580
78.369119	18.426328
80.407220	18.681079
80.661982	18.681079
81.426270	18.935830
82.190558	18.681079
83.209608	19.190580
83.973896	19.700082
83.973896	18.426328
86.521521	19.954833
85.502471	18.426328
88.050096	19.445331
87.285809	17.916826
89.578672	18.935830
89.323909	18.681079
90.597722	18.935830
91.107247	18.681079
92.126297	19.190580
92.381060	18.935830
91.107247	17.916826
90.597722	19.445331
89.323909	18.426328
88.304859	18.935830
86.521521	18.681079
86.521521	18.935830
84.483421	19.190580
84.483421	19.190580
82.700083	19.700082
82.190558	18.426328
81.171508	19.700082
80.407220	17.916826
79.133407	19.700082
78.623882	18.171577
77.350069	18.681079
75.566731	18.171577
76.331019	18.681079
73.783393	18.171577
74.292919	18.171577
72.000056	18.171577
72.509581	17.152574
70.726243	18.681079
69.961955	16.643073
68.942905	18.426328
67.923855	16.897823
67.669092	17.662076
65.376229	15.878820
65.885754	17.662076
