1_x	1_y
0.747832	3.396033
3.040683	2.886532
4.059729	4.669787
5.588297	3.905535
6.862103	5.943541
8.900194	6.198292
10.174000	8.491048
11.702568	9.510051
13.231136	11.293307
14.504942	13.076562
16.797794	15.369319
17.052555	18.171577
20.109691	19.445331
20.364452	21.992839
23.166827	23.011842
23.931111	25.814100
25.459678	25.814100
26.988246	29.125860
28.771575	29.380611
30.045382	30.144863
31.064427	30.909115
33.866802	31.418617
34.121563	31.928118
36.923937	31.418617
36.923937	32.692371
40.235834	31.418617
40.490596	33.966124
42.019163	32.692371
43.802493	34.985127
45.076299	34.220875
46.859628	36.258881
48.642957	37.532635
50.426287	40.080143
50.681048	41.353896
53.738184	43.646653
53.483422	45.939410
56.540558	46.703662
57.304842	50.015422
58.833410	50.524924
60.107216	53.072431
61.635784	54.600936
63.164352	56.129440
64.692920	57.657945
67.240533	58.676948
67.240533	59.186449
70.297669	60.460203
70.297669	61.224456
72.335759	59.950702
73.864327	61.479206
75.392895	61.733957
77.176224	61.988708
77.685746	63.262462
80.488121	64.536215
80.742882	65.809969
83.800018	67.847975
83.800018	69.631231
86.092870	70.395483
87.621437	73.197741
88.895244	74.216744
90.423812	76.254750
92.207141	77.783255
94.245231	80.076012
95.264277	81.859267
96.283322	83.133021
96.792845	85.171027
100.104742	86.699531
100.104742	87.718535
103.161877	88.228036
103.671400	89.501790
105.454729	88.737538
107.238058	89.756541
108.257103	89.501790
110.040433	90.775544
111.314239	91.539796
113.352330	93.068300
113.861852	94.596805
116.918988	96.380060
116.409465	98.163316
119.721362	98.672817
119.721362	101.729826
122.268975	101.984577
123.288021	105.296337
125.071350	105.805838
126.345156	108.353346
128.128485	108.862848
129.402292	110.900854
130.421337	112.174607
133.223711	113.957863
133.478473	115.231617
136.280847	115.995869
136.535608	118.033875
138.573699	118.543376
140.357028	119.307629
140.866551	119.562379
143.668925	120.836133
144.178448	121.855136
146.980822	123.893142
146.726061	125.676398
149.783196	126.185899
150.037958	128.733407
152.076048	129.497659
152.840332	132.299917
155.387945	132.299917
156.406990	135.102176
157.680797	135.866428
159.464126	137.904434
161.247455	139.178188
162.521262	140.451942
163.540307	142.744699
166.342681	144.273203
166.597443	145.801708
168.890295	145.292206
170.418862	148.094464
171.947430	147.330212
173.221237	150.132471
174.495043	150.641972
176.278372	152.425227
177.042656	153.189480
179.845031	155.227486
180.354553	156.755990
182.902166	157.265492
183.156928	160.577252
185.449779	160.322501
186.978347	162.870009
187.997393	163.124759
189.780722	166.181768
191.054528	167.200771
192.583096	168.729276
193.347380	170.003030
196.659277	171.276784
195.640232	173.060039
193.856903	171.531534
191.054528	168.984027
190.545006	166.436519
187.997393	166.181768
185.959302	163.634261
184.430734	162.615258
182.647405	159.812999
180.864076	158.029744
178.316463	156.501240
177.042656	154.717984
174.495043	152.679978
174.240282	151.151474
171.183146	149.368218
170.673624	148.349215
167.871249	147.075461
167.106965	145.037455
164.049830	145.037455
163.030784	141.980446
160.992694	140.706692
159.973649	138.413936
157.680797	137.649683
156.152229	135.866428
154.878423	133.828422
152.076048	132.299917
151.566526	130.516662
148.509390	127.969155
148.254629	126.695401
144.433209	125.676398
143.923686	122.619389
142.395119	122.874139
140.866551	119.817130
139.337983	119.562379
137.299892	118.798127
136.535608	117.524373
133.223711	117.014872
133.478473	114.467364
130.676098	113.957863
129.402292	111.410355
127.109440	109.881851
125.835634	107.843845
123.797543	106.315340
122.268975	104.022583
120.485646	102.748829
119.211840	100.965574
117.938033	99.182319
115.390420	97.399063
115.135659	95.361057
112.078523	94.851556
111.823762	91.794547
108.511865	92.049297
107.747581	89.501790
105.709490	90.520793
104.180922	89.501790
102.907116	89.501790
100.614264	88.482787
99.085696	87.463784
97.302367	86.699531
97.047606	85.171027
93.990470	83.387772
93.480948	80.840264
91.188096	80.076012
90.423812	77.019003
