('USB0::0x0699::0x0368::C013933::INSTR', 'USB0::0x0699::0x0368::C013793::INSTR', 'ASRL1::INSTR', 'ASRL3::INSTR')
3.04
2.96
3.04
3.2
3.28
3.04
3.12
2.96
3.04
3.04
2.8
2.8
3.04
2.96
3.12
2.96
2.88
3.36
3.6
3.68
3.68
3.76
3.6
3.52
3.36
2.96
3.12
3.04
2.88
2.8
3.2
3.04
3.04
3.12
2.96
2.8
2.72
2.4
2.64
2.56
3.04
3.12
2.96
2.88
3.28
3.36
3.44
3.36
3.44
3.36
3.44
3.36
3.12
2.96
2.88
2.88
2.72
2.72
2.8
2.88
2.72
2.72
2.56
2.88
2.96
2.96
2.96
3.12
3.2
3.52
3.6
3.92
4.0
3.84
3.84
3.84
3.76
3.68
3.36
3.2
3.12
3.12
3.12
3.12
2.96
2.96
2.96
2.8
3.04
3.12
3.44
3.52
3.76
4.0
4.0
3.92
3.84
3.76
3.68
3.44
3.6
3.6
3.52
3.52
3.44
3.2
3.04
2.64
2.8
2.72
2.88
2.88
3.12
3.36
3.2
3.2
3.36
3.52
3.6
3.6
3.6
3.44
3.28
3.28
3.36
3.52
3.52
3.36
3.52
3.52
3.52
3.44
3.36
3.36
3.2
3.12
3.2
3.04
3.04
3.36
3.12
3.2
3.28
3.12
2.96
3.04
3.04
3.2
3.2
3.12
2.96
3.2
2.96
2.96
2.88
2.64
2.88
2.8
3.12
3.12
3.28
3.28
3.12
3.2
3.12
3.12
3.52
3.6
3.76
3.84
3.68
3.76
3.76
3.6
3.52
3.36
3.2
3.2
3.12
3.12
3.28
3.36
3.12
3.12
3.12
3.28
3.44
3.52
3.52
3.36
3.36
3.28
3.2
3.36
3.28
3.12
3.2
3.04
3.04
2.88
2.88
2.8
2.64
2.8
2.64
2.72
3.04
3.28
3.04
3.12
3.12
3.2
3.36
3.68
3.84
4.0
3.92
3.92
4.0
3.76
3.6
3.52
3.52
3.36
3.12
3.12
3.04
2.64
2.4
2.48
2.56
2.72
2.8
2.8
2.8
2.8
2.96
3.2
3.12
3.04
3.04
2.96
3.2
3.2
3.2
3.12
3.12
3.12
3.2
2.96
2.96
3.12
3.12
3.12
3.2
3.12
3.2
3.52
3.68
3.68
3.68
3.6
3.52
3.44
3.12
3.12
3.12
3.12
3.12
3.12
2.96
3.04
2.96
2.88
2.8
2.88
2.88
3.04
3.2
3.2
3.36
3.28
2.96
3.04
3.28
3.28
3.36
3.36
3.12
3.28
3.04
3.04
2.96
2.8
2.8
2.56
2.56
2.56
2.8
2.8
2.8
2.72
2.8
2.96
2.88
2.96
3.2
3.2
3.36
3.68
3.84
3.92
3.84
3.68
3.6
3.68
3.52
3.52
3.2
3.04
3.04
3.12
2.96
2.96
2.96
2.88
2.72
2.8
2.96
3.12
3.36
3.52
3.76
3.92
3.92
3.76
3.76
3.68
3.52
3.36
3.44
3.36
3.36
3.36
3.28
3.12
2.96
2.56
2.64
2.56
2.8
2.72
2.96
3.12
3.04
2.96
3.2
3.36
3.44
3.6
3.6
3.44
3.28
3.12
3.2
3.36
3.52
3.36
3.28
3.36
3.36
3.36
3.28
3.2
3.12
3.04
3.04
3.12
2.96
3.04
3.12
2.96
2.96
3.04
2.88
2.8
2.96
3.2
2.96
3.12
3.12
3.04
2.96
3.12
2.96
2.88
2.8
2.56
2.72
2.8
2.88
2.96
3.12
3.2
2.8
2.96
2.8
2.8
3.04
3.44
3.52
3.6
3.68
3.52
3.52
3.52
3.36
3.28
3.2
3.04
3.04
2.96
2.96
3.04
3.12
3.04
2.96
2.96
3.12
3.2
3.36
3.28
3.36
3.2
3.12
3.2
3.12
3.2
3.04
3.04
3.12
2.96
2.96
2.64
2.64
2.72
2.56
2.64
2.48
2.48
2.8
2.96
2.88
3.04
2.96
3.12
3.2
3.44
3.68
3.76
3.76
3.6
3.68
3.76
3.6
3.44
3.36
3.28
3.2
2.96
3.04
2.8
2.48
2.4
2.24
2.24
2.56
2.72
2.64
2.8
2.64
2.8
3.04
2.72
2.88
2.8
2.8
2.88
3.12
3.12
2.96
3.04
2.96
3.12
3.12
2.96
2.96
2.96
3.04
3.12
3.2
2.96
3.04
3.28
3.52
3.52
3.52
3.52
3.36
3.36
3.28
3.04
3.04
2.96
2.88
2.88
3.04
2.96
2.8
2.88
2.8
2.64
2.72
2.4
2.48
2.64
2.88
3.04
3.04
2.88
2.88
3.2
3.28
3.28
3.28
3.36
3.52
3.36
3.04
2.96
2.88
2.88
2.72
2.56
2.72
2.72
2.8
2.72
2.64
2.56
2.8
2.88
2.88
2.8
2.96
3.12
3.44
3.44
3.68
3.84
3.84
3.76
3.68
3.68
3.68
3.44
3.12
3.04
2.96
2.96
2.96
2.8
2.8
2.72
2.56
2.64
2.96
3.12
3.2
3.44
3.68
3.92
3.76
3.76
3.68
3.6
3.52
3.2
3.36
3.36
3.28
3.44
3.28
3.2
2.88
2.64
2.56
2.56
2.72
2.8
2.96
3.12
3.04
3.04
3.12
3.36
3.44
3.52
3.52
3.44
3.28
3.12
3.12
3.2
3.36
3.36
3.2
3.36
3.44
3.44
3.36
3.28
3.2
3.12
3.12
3.2
3.04
3.04
3.2
2.96
3.12
3.12
3.04
2.96
2.88
2.8
2.88
2.96
2.96
2.96
3.04
2.96
2.96
2.88
2.72
2.72
2.8
2.88
2.96
3.04
3.04
3.12
3.04
3.04
2.96
3.04
3.52
3.6
3.68
3.84
3.68
3.68
3.76
3.6
3.44
3.36
3.12
3.12
3.04
3.12
3.2
3.28
3.2
3.04
3.04
3.2
3.28
3.44
3.52
3.36
3.28
3.2
3.12
3.28
3.28
3.12
3.12
3.12
3.12
2.96
2.8
2.88
2.72
2.88
2.56
2.64
2.96
3.28
3.12
3.12
3.12
3.2
3.28
3.52
