('USB0::0x0699::0x0368::C013933::INSTR', 'USB0::0x0699::0x0368::C013793::INSTR', 'ASRL1::INSTR', 'ASRL3::INSTR')
5.52
5.52
5.52
5.2
5.04
4.96
4.96
4.96
4.88
4.72
4.64
4.8
4.64
4.48
4.56
4.8
4.88
5.04
5.12
5.28
5.36
5.36
5.44
4.96
4.88
4.88
5.04
4.88
4.88
4.96
4.96
4.8
4.72
4.64
4.56
4.48
4.64
5.36
5.12
5.28
5.28
5.36
5.44
5.44
5.52
5.12
5.04
4.72
4.8
4.72
4.8
4.8
4.72
4.64
4.64
4.48
4.56
4.64
4.8
4.88
5.04
5.12
5.28
5.36
5.36
5.44
5.44
4.96
4.88
5.04
5.04
4.96
4.8
4.72
4.64
4.64
4.64
4.56
4.56
4.56
4.88
5.04
5.36
5.36
5.36
5.44
5.52
5.52
5.52
5.04
5.12
5.12
4.96
4.72
4.64
4.64
4.64
4.56
4.48
4.48
4.56
4.72
4.88
5.04
5.12
5.2
5.28
5.36
5.36
5.2
4.96
4.96
4.96
4.96
5.04
4.96
4.88
4.8
4.64
4.56
4.64
4.72
4.88
5.04
5.12
5.2
5.36
5.36
5.36
5.44
5.36
5.2
5.04
4.88
4.72
4.64
4.8
4.8
4.8
4.8
4.64
4.64
4.48
4.48
4.4
4.48
4.72
5.04
5.12
5.28
5.2
5.36
5.04
4.8
4.8
4.88
5.12
5.04
4.88
4.88
4.72
4.64
4.56
4.48
4.72
4.72
4.88
5.04
5.12
5.2
5.2
5.36
5.36
5.36
5.36
5.36
5.36
4.96
4.96
4.96
5.04
4.8
4.88
4.8
4.64
4.56
4.48
4.4
4.32
4.4
4.48
5.28
5.12
5.28
5.28
5.36
4.8
4.88
4.88
4.96
4.8
4.88
4.64
4.56
4.56
4.48
4.48
4.48
4.64
4.72
4.88
4.96
5.04
5.12
5.2
5.28
5.36
5.36
5.36
4.96
4.8
4.8
4.8
4.96
4.64
4.72
4.64
4.56
4.64
4.48
4.48
4.48
4.64
4.8
4.88
5.04
5.04
5.2
5.28
5.2
4.72
4.8
4.8
4.88
4.8
4.72
4.8
4.8
4.64
4.64
4.56
4.48
4.4
4.4
4.8
4.96
5.04
5.12
5.2
5.2
5.28
5.36
5.28
4.72
4.88
4.64
4.56
4.64
4.72
4.56
4.64
4.48
4.48
4.32
4.4
4.48
4.64
4.72
4.8
4.96
5.04
5.12
5.2
5.2
5.2
4.96
4.88
4.72
4.88
4.96
4.64
4.64
4.56
4.48
4.48
4.48
4.32
4.4
4.48
4.64
4.8
5.12
5.12
5.2
5.28
5.28
5.28
5.28
5.28
4.96
4.88
4.8
4.64
4.56
4.48
4.48
4.48
4.48
4.4
4.4
4.48
4.56
4.72
4.8
4.96
5.04
5.12
5.2
5.2
5.04
4.8
4.8
4.88
4.8
4.8
4.88
4.8
4.64
4.56
4.48
4.48
4.56
4.64
4.8
4.88
5.04
5.2
5.2
5.28
5.28
5.28
5.28
4.72
4.88
4.56
4.64
4.64
4.72
4.64
4.72
4.64
4.56
4.48
4.48
4.4
4.4
4.4
4.56
4.88
5.04
5.12
5.2
5.28
5.04
4.8
4.8
4.8
5.04
4.96
4.88
4.8
4.72
4.56
4.48
4.48
4.48
4.64
4.8
4.96
5.04
5.12
5.2
5.28
5.28
5.28
5.36
5.36
5.36
5.04
5.12
4.96
5.04
4.88
4.8
4.72
4.64
4.48
4.48
4.4
4.32
4.32
4.32
4.96
5.04
5.2
5.28
5.28
5.28
4.88
4.8
4.88
4.88
4.8
4.8
4.64
4.56
4.56
4.48
4.48
4.48
4.72
4.8
4.96
5.04
5.12
5.2
5.28
5.36
5.36
5.36
5.36
4.96
4.96
4.96
4.96
4.8
4.72
4.64
4.64
4.64
4.56
4.48
4.48
4.64
4.8
4.88
5.04
5.12
5.28
5.28
5.36
4.72
4.8
4.88
4.8
4.88
4.8
4.8
4.88
4.8
4.72
4.64
4.48
4.48
4.48
4.88
5.04
5.2
5.28
5.36
5.36
5.36
5.44
5.2
4.96
4.88
4.72
4.8
4.8
4.8
4.72
4.72
4.48
4.48
4.48
4.48
4.64
4.8
4.96
5.04
5.2
5.2
5.28
5.36
5.36
5.2
4.88
4.96
5.04
5.12
4.88
4.8
4.64
4.64
4.64
4.56
4.56
4.48
4.64
5.04
5.44
5.28
5.36
5.44
5.44
5.44
5.52
5.52
5.2
5.2
5.04
4.96
4.64
4.64
4.72
4.56
4.64
4.48
4.56
4.64
4.8
4.88
5.04
5.12
5.2
5.28
5.36
5.44
4.88
4.96
5.04
4.96
4.96
5.04
4.96
4.8
4.88
4.64
4.56
4.72
4.8
5.04
5.04
5.2
5.28
5.36
5.36
5.52
5.44
5.44
4.96
4.96
4.88
4.8
4.8
4.88
4.88
4.88
4.88
4.64
4.64
4.56
4.48
4.48
4.64
5.52
5.2
5.28
5.36
5.44
4.96
5.04
4.88
4.96
5.2
5.12
5.04
5.04
4.88
4.72
4.64
4.56
4.72
4.96
5.04
5.04
5.2
5.28
5.36
5.44
5.44
5.44
5.52
5.52
5.44
5.04
5.12
5.04
4.96
4.96
4.96
4.8
4.72
4.56
4.56
4.48
4.4
4.48
5.2
5.2
5.36
5.44
5.44
5.44
4.96
4.96
5.04
4.88
4.88
4.72
4.64
4.64
4.64
4.56
4.56
4.72
4.8
4.88
5.04
5.2
5.28
5.36
5.44
5.44
5.44
5.52
5.28
5.04
5.04
5.04
4.88
4.8
4.8
4.72
4.8
4.64
4.56
4.48
4.64
4.8
4.88
5.04
5.12
5.2
5.28
5.44
4.72
4.8
4.96
4.8
4.88
4.88
4.8
4.88
4.8
4.8
4.64
4.56
4.48
4.48
4.64
5.04
5.12
5.2
5.28
5.36
5.36
5.36
5.36
4.88
4.96
4.72
4.88
4.72
4.8
4.72
4.64
4.64
4.48
4.4
4.48
4.56
4.72
4.8
4.96
5.04
5.12
5.2
5.28
5.36
5.36
4.88
4.8
5.04
4.88
4.88
4.72
4.64
4.56
4.56
4.56
4.48
4.4
4.4
4.64
4.88
5.2
5.2
5.28
5.36
5.36
5.36
5.36
5.36
5.04
5.12
4.96
4.88
4.64
4.56
4.64
4.56
4.48
4.48
4.4
4.48
4.64
4.8
4.88
4.96
5.04
5.12
5.2
5.28
5.12
4.8
4.88
4.96
4.8
4.88
4.96
4.8
4.64
4.64
4.56
4.48
4.56
4.72
4.88
5.04
5.12
5.2
5.28
5.28
5.28
5.36
5.36
4.88
4.88
4.96
4.72
4.64
4.64
4.8
4.64
4.72
4.56
4.48
4.48
4.4
4.4
4.48
4.72
5.04
5.12
5.2
5.2
5.36
5.04
4.72
4.72
4.8
4.96
4.96
4.8
4.88
4.64
4.56
4.48
4.48
4.56
4.64
4.88
5.04
5.12
5.2
5.2
5.28
5.28
5.28
5.28
5.36
5.36
4.96
5.2
4.88
4.96
4.88
4.8
4.64
4.56
4.48
4.48
4.4
4.32
4.32
4.48
5.84
5.12
5.2
5.28
5.28
4.8
4.8
4.8
4.96
4.88
4.8
4.8
4.64
4.56
4.56
4.48
4.48
4.56
4.72
4.88
5.04
5.12
5.2
5.28
5.28
5.36
5.36
5.36
4.96
4.96
4.8
4.88
4.96
4.72
4.72
4.8
4.64
4.56
4.56
4.48
4.48
4.72
4.8
4.96
5.04
5.2
5.28
5.36
5.2
4.96
4.8
4.88
4.96
4.8
4.8
4.88
4.8
4.8
4.72
4.56
4.48
4.48
4.56
5.2
5.04
5.2
5.28
5.36
5.36
5.36
5.44
4.88
4.96
4.8
4.64
4.72
4.8
4.8
4.72
4.72
4.48
4.48
4.56
4.56
4.72
4.8
5.04
5.04
5.2
5.28
5.36
5.36
5.36
5.2
4.96
4.96
4.96
5.04
4.8
4.8
4.72
4.64
4.64
4.56
4.48
4.48
4.88
4.8
5.6
5.36
5.36
5.44
5.44
5.44
5.52
5.52
5.12
5.04
4.96
4.8
4.56
4.56
4.64
4.56
4.56
4.48
4.56
4.72
4.88
4.96
5.04
5.2
5.28
5.36
5.36
5.44
4.88
5.04
5.04
4.96
5.04
5.04
5.04
4.8
4.72
4.64
4.56
4.72
4.88
5.04
5.12
5.2
5.36
5.36
5.44
5.44
5.44
5.44
5.04
5.04
4.72
4.64
4.8
4.8
4.8
4.88
4.8
4.64
4.64
4.48
4.48
4.56
4.8
5.04
5.2
5.28
5.36
5.36
5.12
4.96
4.8
4.96
5.12
5.12
5.04
4.88
4.8
4.64
4.64
4.56
4.64
4.96
5.04
5.12
5.28
5.36
5.44
5.44
5.44
5.52
5.52
5.52
5.2
5.12
5.04
5.12
4.96
4.96
4.88
4.8
4.64
4.56
4.56
4.48
4.48
4.48
7.2
5.28
5.36
5.44
5.44
4.96
4.96
4.96
5.04
4.96
4.96
4.72
4.64
4.64
4.64
4.56
4.56
4.8
4.88
5.04
5.04
5.2
5.36
5.36
5.44
5.44
5.44
5.44
5.28
4.96
5.04
4.96
4.88
4.8
4.8
4.72
4.88
4.64
4.48
4.56
4.64
4.88
5.04
5.12
5.2
5.2
5.28
5.36
4.72
4.8
4.96
4.88
4.88
4.88
4.8
4.88
4.8
4.64
4.56
4.56
4.48
4.48
4.96
5.04
5.12
5.2
5.28
5.36
5.44
5.36
5.12
4.88
4.8
4.72
4.64
4.8
4.8
4.64
4.64
4.56
4.48
4.48
4.48
4.64
4.72
4.8
5.04
5.04
5.2
5.28
5.28
5.36
5.28
4.88
4.88
5.04
4.96
4.8
4.72
4.64
4.64
4.56
4.48
4.48
4.48
4.48
4.72
4.88
5.2
5.2
5.28
5.36
5.36
5.36
5.36
5.36
5.04
4.96
4.96
4.72
4.56
4.48
4.64
4.56
4.4
4.4
4.48
4.56
4.64
4.8
4.88
5.04
5.12
5.2
5.28
5.28
4.72
4.8
4.96
4.8
4.8
4.88
4.88
4.72
4.72
4.48
4.48
4.56
4.64
4.8
4.88
5.04
5.12
5.2
5.2
5.28
5.28
5.28
5.28
4.8
4.8
4.64
4.64
4.72
4.64
4.8
4.64
4.72
4.48
4.48
4.4
4.4
4.32
4.48
4.8
5.04
5.04
5.12
5.2
5.28
4.8
4.64
4.8
4.72
4.96
4.88
4.8
4.72
4.64
4.56
4.48
4.48
4.72
4.72
4.8
5.04
5.04
5.12
5.2
5.2
5.28
5.28
5.28
5.28
5.28
4.96
5.12
4.88
4.96
4.8
4.72
4.64
4.56
4.48
4.4
4.32
4.24
4.32
4.4
5.84
5.12
5.2
5.2
5.28
4.8
4.8
4.8
4.88
4.8
4.72
4.64
4.56
4.48
4.48
4.48
4.48
4.48
4.64
4.72
4.88
5.04
5.12
5.2
5.28
5.28
5.28
5.36
5.36
5.04
4.8
4.8
4.88
4.8
4.64
4.64
4.64
4.8
4.56
4.48
4.4
4.56
4.64
4.8
4.96
5.04
5.12
5.2
5.28
4.64
4.64
4.8
4.8
4.72
4.8
4.72
4.72
4.72
4.72
4.64
4.48
4.48
4.4
4.48
5.12
5.04
5.04
5.12
5.28
5.28
5.36
5.28
5.04
4.8
4.64
4.56
4.64
4.72
4.72
4.64
4.56
4.4
4.48
4.48
4.4
4.64
4.72
4.8
4.96
5.04
5.12
5.12
5.2
5.36
5.28
4.8
4.8
5.04
4.96
4.8
4.72
4.56
4.64
4.56
4.48
4.48
4.48
4.4
4.56
4.88
5.36
5.2
5.28
5.36
5.36
5.36
5.36
5.36
5.12
5.2
4.96
4.8
4.56
4.56
4.56
4.48
4.48
4.48
4.48
4.48
4.64
4.8
4.96
5.04
5.12
5.2
5.36
5.28
4.72
4.88
4.96
4.88
4.88
4.88
4.96
4.8
4.72
4.64
4.56
4.64
4.72
4.8
4.96
5.04
5.12
5.28
5.28
5.36
5.36
5.44
5.36
4.96
4.96
4.72
4.64
4.8
4.8
4.8
4.72
4.72
4.64
4.48
4.48
4.4
4.48
4.64
5.04
5.12
5.2
5.28
5.36
5.04
4.96
4.88
4.88
5.12
5.04
4.96
4.96
4.8
4.72
4.64
4.56
4.72
4.88
4.96
5.04
5.2
5.28
5.28
5.36
5.36
5.44
5.44
5.44
5.44
4.96
5.36
5.04
4.96
4.8
5.04
4.72
4.64
4.64
4.56
4.48
4.4
4.4
4.8
5.2
5.28
5.36
5.44
5.44
4.96
4.96
4.96
5.04
4.96
4.88
4.72
4.64
4.64
4.64
4.64
4.64
4.8
4.96
5.04
5.2
5.28
5.36
5.44
5.44
5.44
5.52
5.2
5.04
5.04
5.04
5.04
4.96
4.8
4.8
4.8
4.72
4.56
4.56
4.72
4.8
5.04
5.12
5.2
5.36
5.36
5.44
4.8
4.88
5.04
4.96
4.88
4.88
4.88
4.88
4.8
4.8
4.72
4.64
4.56
4.56
4.88
5.04
5.2
5.28
5.36
5.44
5.52
5.52
5.28
5.04
4.96
4.72
4.88
4.88
4.8
4.8
4.72
