('USB0::0x0699::0x0368::C013933::INSTR', 'USB0::0x0699::0x0368::C013793::INSTR', 'ASRL1::INSTR', 'ASRL3::INSTR')
4.56
4.56
4.4
4.16
4.16
4.08
4.08
4.0
4.08
3.92
3.92
3.84
3.76
3.84
3.76
3.84
4.08
4.16
4.24
4.32
4.4
4.48
4.48
4.48
4.64
4.64
4.64
4.64
4.64
4.56
4.4
4.16
4.08
4.0
4.16
4.16
4.0
4.08
3.76
3.76
3.76
3.76
3.92
4.0
4.16
4.08
4.32
4.4
4.48
4.24
4.16
3.76
3.76
3.68
3.6
4.0
4.16
4.08
4.16
4.08
4.08
4.0
3.92
3.92
3.92
3.92
4.24
4.32
4.4
4.48
4.48
4.56
4.64
4.48
4.56
4.56
4.24
4.16
3.92
3.92
4.16
4.0
4.08
4.0
4.0
3.76
3.84
3.68
3.68
3.76
3.92
3.92
4.08
4.24
4.24
4.4
4.56
4.64
4.64
4.72
4.32
4.24
4.08
4.32
4.24
4.16
4.0
4.0
3.92
3.84
3.84
3.84
3.92
3.84
3.92
4.24
4.24
4.32
4.32
4.48
4.56
4.8
4.8
4.8
4.8
4.48
4.72
4.48
4.32
4.16
4.24
4.08
4.0
3.92
3.92
3.92
4.0
4.0
4.0
4.08
4.24
4.32
4.48
4.56
4.72
4.72
4.8
4.72
4.48
4.4
4.24
4.16
4.24
4.24
4.24
4.24
4.16
4.16
3.92
3.92
4.08
4.16
4.24
4.4
4.48
4.48
4.48
4.64
4.48
4.64
4.56
4.64
4.48
4.32
4.24
4.24
4.32
4.48
4.32
4.24
4.24
4.16
4.08
4.08
4.0
4.0
4.08
4.24
4.4
4.4
4.56
4.56
4.64
4.64
4.64
4.32
4.0
4.32
4.4
4.4
4.4
4.4
4.4
4.24
4.16
4.08
3.84
4.08
4.16
4.24
4.4
4.48
4.48
4.48
4.56
4.56
4.72
4.8
4.8
4.8
4.8
4.48
4.64
4.4
4.4
4.4
4.24
4.24
4.16
4.08
4.08
4.0
3.92
3.92
3.92
3.92
4.4
4.48
4.64
4.72
4.8
4.8
4.32
4.32
4.4
4.32
4.4
4.32
4.24
4.08
4.08
4.0
4.0
3.92
3.92
4.16
4.24
4.4
