x	y	Dx	Dy
0.20700000000000002	0.7580412	0.02587504830913365	0.012233135534686114
0.595125	2.2181796	0.025875399302474542	0.035589364470442586
0.9573750000000001	3.5552412000000007	0.0258760333428928	0.057014811277509306
0.698625	2.671326	0.02587555026588807	0.04284955026846841
0.750375	2.7916056000000005	0.02587563480501493	0.04477689053697232
0.750375	2.6825148	0.02587563480501493	0.04302883401871355
0.7245	2.7076896	0.02587559178067238	0.04343222533050778
1.112625	4.3188768	0.025876395644728035	0.0692543902923129
0.439875	1.6531452000000002	0.025875218145215706	0.026540113733931142
0.41400000000000003	1.6027956	0.025875193235993427	0.025734065310595612
0.3105	1.1384604000000003	0.025875108695423872	0.01830531352940998
0.49162500000000003	1.9104876000000002	0.02587527249252653	0.030660867329708737
0.698625	2.6209764	0.02587555026588807	0.04204278344032423
0.439875	2.0111868000000004	0.025875218145215706	0.03227368124354581
0.9573750000000001	4.1846112	0.0258760333428928	0.06710229622568815
0.388125	1.9384596000000003	0.02587516983639914	0.03110885458209609
0.6727500000000001	3.4097868000000005	0.025875510260669258	0.05468361684279856
0.21735000000000002	0.9286704000000001	0.025875053260814747	0.014953998032633285
0.621	2.1594384	0.025875434778955892	0.03464837233060163
0.49162500000000003	1.8237744	0.02587527249252653	0.029272196384282485
0.698625	2.4895080000000003	0.02587555026588807	0.039936309130414155
