x	y	Dx	Dy
0.20700000000000002	0.7580412	0.010350120772242226	0.012233135534686114
0.595125	2.2181796	0.010350998215751948	0.035589364470442586
0.9573750000000001	3.5552412000000007	0.010352583086481364	0.057014811277509306
0.698625	2.671326	0.010351375587935162	0.04284955026846841
0.750375	2.7916056000000005	0.010351586910348577	0.04477689053697232
0.750375	2.6825148	0.010351586910348577	0.04302883401871355
0.7245	2.7076896	0.010351479362873697	0.04343222533050778
1.112625	4.3188768	0.010353488617973172	0.0692543902923129
0.439875	1.6531452000000002	0.010350545350970644	0.026540113733931142
0.41400000000000003	1.6027956	0.010350483080513683	0.025734065310595612
0.3105	1.1384604000000003	0.010350271735563275	0.01830531352940998
0.49162500000000003	1.9104876000000002	0.010350681212485486	0.030660867329708737
0.698625	2.6209764	0.010351375587935162	0.04204278344032423
0.439875	2.0111868000000004	0.010350545350970644	0.03227368124354581
0.9573750000000001	4.1846112	0.010352583086481364	0.06710229622568815
0.388125	1.9384596000000003	0.010350424583682547	0.03110885458209609
0.6727500000000001	3.4097868000000005	0.01035127558564644	0.05468361684279856
0.21735000000000002	0.9286704000000001	0.010350133151317427	0.014953998032633285
0.621	2.1594384	0.010351086899451672	0.03464837233060163
0.49162500000000003	1.8237744	0.010350681212485486	0.029272196384282485
0.698625	2.4895080000000003	0.010351375587935162	0.039936309130414155
