x	y	Dx	Dy
1.1839273414353675	4.9090746585646325	0.06047798276459331	0.08018392826414245
1.614446374684592	7.577853625315408	0.06566686857885391	0.12342982386885744
0.861038066498449	3.2983991335015506	0.05743554626985189	0.054037493212685125
1.7758910121530513	5.121656187846948	0.06789343027958084	0.08429747710502968
0.861038066498449	3.5753219335015505	0.05743554626985189	0.05846353257938654
1.1839273414353675	4.9090746585646325	0.06047798276459331	0.08018392826414245
0.4843339124053776	2.032796887594622	0.05498627006375191	0.03340167958229873
1.560631495528439	6.65859250447156	0.06495617478000855	0.10864264139091852
0.32288927493691844	1.1715151250630818	0.05433861495295774	0.01958509578226504
0.3121262991056878	1.233816500894312	0.05430443587341411	0.02055011223629783
