NO polarizer: t (s)	NO polarizer: int (a.u.)	YES polarizer: t (s)	YES polarizer: int (a.u.)	
454.640770	7.554333	478.684342	8.262066
454.705812	7.554333	478.735379	8.295681
454.769857	7.554333	478.795422	8.295681
454.825897	7.545029	478.847459	8.325063
454.883937	7.545029	478.901498	8.325063
454.951985	7.558282	478.959540	8.325063
455.014028	7.558282	479.016581	8.303316
455.078073	7.566774	479.083629	8.303316
455.140117	7.566774	479.142672	8.332351
455.194154	7.581748	479.205717	8.332351
455.256197	7.581748	479.263759	8.342197
455.316240	7.575225	479.323802	8.342197
455.379284	7.575225	479.381844	8.329385
455.435326	7.566364	479.443907	8.329385
455.497366	7.566364	479.504949	8.329385
455.565432	7.578443	479.584009	8.345397
455.622454	7.578443	479.650053	8.345397
455.685498	7.578443	479.706095	8.332565
455.741556	7.580697	479.778131	8.332565
455.803581	7.580697	479.836173	8.288552
455.862622	7.589428	479.897215	8.288552
455.923666	7.589428	479.958258	8.245453
455.992713	7.581424	480.023305	8.245453
456.062762	7.581424	480.080346	8.178018
456.115800	7.570934	480.149396	8.178018
456.187852	7.570934	480.198431	7.678959
456.235887	7.611817	480.254473	7.678959
456.304935	7.611817	480.316519	9.058960
456.351965	7.596955	480.383564	9.058960
456.416009	7.596955	480.453616	9.058960
456.473050	7.596955	480.510655	9.067802
456.542099	7.617750	480.579705	9.067802
456.601139	7.617750	480.639749	9.096379
456.652176	7.602074	480.706799	9.096379
456.708218	7.602074	480.765842	9.101475
456.761254	7.610769	480.830886	9.101475
456.826297	7.610769	480.885927	9.089635
456.879334	7.615878	480.955979	9.089635
456.945380	7.615878	481.016019	9.121792
457.009425	7.615878	481.096077	9.121792
457.068466	7.629724	481.145114	9.146770
457.122504	7.629724	481.216165	9.146770
457.191553	7.637696	481.293219	9.115876
457.264605	7.637696	481.351263	9.115876
457.312637	7.624503	481.413307	9.183295
457.367678	7.624503	481.483359	9.183295
457.420730	7.633352	481.541397	9.230882
457.480755	7.633352	481.616455	9.230882
457.541799	7.633352	481.676495	9.074176
457.608848	7.649538	481.763559	9.074176
457.666885	7.649538	481.813593	9.080367
457.727928	7.646790	481.875640	9.080367
457.791973	7.646790	481.932679	9.222280
457.845013	7.654298	482.008733	9.222280
457.910057	7.654298	482.058769	9.258603
457.964095	7.643827	482.119813	9.258603
458.028153	7.643827	482.181860	9.258603
458.070168	7.656544	482.238902	9.269999
458.123207	7.656544	482.300962	9.269999
458.197257	7.656544	482.368995	9.166833
458.255297	7.668732	482.429038	9.166833
458.315356	7.668732	482.495086	9.030951
458.366392	7.665158	482.571138	9.030951
458.440427	7.665158	482.640205	8.939768
458.494465	7.677029	482.707239	8.939768
458.545500	7.677029	482.785295	8.841565
458.598537	7.677029	482.848340	8.841565
458.658582	7.670160	482.908383	8.723445
458.719625	7.670160	482.970442	8.723445
458.778666	7.669776	483.030470	8.622903
458.828699	7.669776	483.079505	8.622903
458.897748	7.674904	483.131543	8.516554
458.951786	7.674904	483.205612	8.516554
459.007824	7.674904	483.262635	8.390950
459.073870	7.650391	483.327682	8.390950
459.136918	7.650391	483.390731	8.390950
459.200960	7.685262	483.473788	8.301367
459.267006	7.685262	483.536832	8.301367
459.323045	7.661296	483.604881	8.190014
459.381087	7.661296	483.657936	8.076470
459.439126	7.668023	483.717981	8.076470
459.495165	7.668023	483.786014	8.076470
459.554207	7.687619	483.848056	7.965550
459.615249	7.687619	483.910103	7.965550
459.666285	7.687619	483.966159	7.853142
459.716320	7.580991	484.026187	7.853142
459.774361	7.580991	484.093235	7.767500
459.834404	7.580991	484.182297	7.767500
459.895447	7.585239	484.248344	7.654941
459.957492	7.586146	484.301383	7.538375
460.011542	7.586146	484.373434	7.538375
460.061562	7.586146	484.427474	7.538375
460.115617	7.583860	484.492523	7.468403
460.174641	7.583860	484.569579	7.468403
460.227678	7.583254	484.626635	7.377429
460.290723	7.583254	484.701674	7.377429
460.358770	7.573143	484.760715	7.286784
460.418812	7.573143	484.818756	7.286784
460.474851	7.573143	484.872793	7.217606
460.532895	7.549494	484.938858	7.217606
460.598939	7.549494	484.994881	7.197571
460.645987	7.556405	485.049921	7.197571
460.705015	7.556405	485.117970	7.135143
460.766057	7.541364	485.180014	7.135143
460.858123	7.541364	485.236053	7.135143
460.905155	7.550877	485.288092	7.166516
460.964193	7.550877	485.347133	7.166516
461.025238	7.561039	485.405174	7.177293
461.082279	7.561039	485.485233	7.177293
461.139319	7.561039	485.539269	7.179520
461.196360	7.565322	485.616326	7.179520
461.253399	7.565322	485.685392	7.233409
461.303431	7.553847	485.761429	7.233409
461.379485	7.553847	485.822474	7.243522
461.428519	7.559301	485.900529	7.243522
461.491563	7.559301	485.964576	7.236779
461.543601	7.562557	486.023617	7.236779
461.599639	7.562557	486.086660	7.275224
461.652676	7.562557	486.141700	7.275224
461.700709	7.547679	486.197740	7.303896
461.755749	7.547679	486.264788	7.303896
461.819813	7.567583	486.322830	7.320559
461.876849	7.567583	486.387877	7.320559
461.944880	7.567583	486.452921	7.371455
462.003922	7.562211	486.509962	7.371455
462.059961	7.562211	486.572007	7.371455
462.122006	7.568785	486.624061	7.386705
462.183049	7.568785	486.679100	7.386705
462.241088	7.568156	486.741127	7.400555
462.302131	7.568156	486.797184	7.400555
462.364174	7.570710	486.852206	7.431583
462.423218	7.570710	486.922259	7.431583
462.474254	7.564807	486.980298	7.431583
462.533295	7.564807	487.043345	7.418354
462.591336	7.564807	487.106390	7.418354
462.649377	7.584092	487.183445	7.431139
462.709415	7.584092	487.245488	7.431139
462.759450	7.584092	487.307533	7.424736
462.818493	7.582247	487.364574	7.424736
462.883538	7.599653	487.430622	7.432118
462.941581	7.599653	487.503672	7.432118
463.010626	7.599653	487.563713	7.369334
463.067668	7.593717	487.628778	7.369334
463.126725	7.593717	487.695808	7.326340
463.192754	7.600766	487.772862	7.326340
463.248796	7.600766	487.842913	7.163731
463.305833	7.593208	487.905957	7.163731
463.360872	7.593208	487.973005	9.578875
463.424916	7.611143	488.034049	9.578875
463.473951	7.611143	488.091089	9.575896
463.525987	7.611143	488.157136	9.575896
463.583030	7.622355	488.223185	9.596990
463.649073	7.622355	488.291232	9.596990
463.700109	7.604057	488.358280	9.609637
463.754147	7.604057	488.410317	9.609637
463.814190	7.604057	488.465357	9.586561
463.866226	7.612001	488.537409	9.586561
463.925271	7.612001	488.602454	9.586561
463.971301	7.626921	488.657494	9.581389
464.036347	7.626921	488.715552	9.658932
464.079391	7.627295	488.775597	9.658932
464.142435	7.627295	488.848647	9.658932
464.208465	7.627295	488.923683	9.627089
464.258501	7.624881	488.976721	9.627089
464.317541	7.624881	489.048773	9.621588
464.376585	7.624160	489.111820	9.621588
464.432625	7.624160	489.173864	9.630217
464.489664	7.638730	489.230902	9.630217
464.551705	7.638730	489.311960	9.579384
464.607745	7.638730	489.373006	9.579384
464.663784	7.636576	489.429045	9.517121
464.727829	7.636576	489.490104	9.517121
464.786870	7.647735	489.543125	9.461624
464.851915	7.647735	489.602184	9.461624
464.909956	7.663227	489.656207	9.375203
464.965013	7.663227	489.727260	9.375203
465.020033	7.665773	489.798310	9.375203
465.093102	7.665773	489.862372	9.278165
465.145121	7.652180	489.930401	9.199152
465.212169	7.652180	489.995448	9.199152
465.280215	7.652180	490.051489	9.112503
465.347262	7.663985	490.122539	9.112503
465.401300	7.663985	490.191605	9.112503
465.462343	7.676493	490.256653	9.005407
465.519383	7.676493	490.323684	9.005407
465.568418	7.674628	490.401738	8.923932
465.628459	7.674628	490.457779	8.819312
465.687500	7.671238	490.526826	8.819312
465.747543	7.671238	490.586869	8.819312
465.804600	7.671238	490.651915	8.723933
465.859638	7.661841	490.714960	8.614191
465.918665	7.661841	490.799020	8.614191
465.990713	7.659373	490.857061	8.483262
466.065765	7.659373	490.921107	8.483262
466.121804	7.668387	491.000164	8.483262
466.177845	7.668387	491.057205	8.324341
466.227895	7.685234	491.114245	8.324341
466.285936	7.685234	491.180292	8.227232
466.341959	7.683500	491.243339	8.227232
466.397998	7.683500	491.313387	8.007748
466.458041	7.683500	491.376433	8.007748
466.515082	7.672756	491.450484	7.925779
466.570122	7.672756	491.504524	7.925779
466.634166	7.664970	491.576574	7.807639
466.702229	7.664970	491.636635	7.807639
466.768257	7.664970	491.698664	7.646217
466.827298	7.587869	491.767714	7.646217
466.884338	7.587869	491.825755	7.467480
466.949384	7.596242	491.880793	7.467480
467.010427	7.596242	491.936831	7.334495
467.080475	7.570347	491.999879	7.334495
467.136515	7.570347	492.059922	7.197989
467.199561	7.577525	492.128972	7.197989
467.257616	7.577525	492.197020	7.197989
467.308652	7.575085	492.277076	7.061560
467.362673	7.575085	492.340119	7.061560
467.424719	7.574161	492.403165	6.901197
467.481758	7.574161	492.461208	6.791215
467.542799	7.574161	492.515244	6.791215
467.611848	7.568375	492.568283	6.791215
467.688902	7.568375	492.642335	6.693219
467.749962	7.560962	492.709383	6.693219
467.802984	7.550819	492.772445	6.628355
467.855018	7.550819	492.844481	6.628355
467.914059	7.550819	492.923538	6.577014
467.961092	7.553168	492.983578	6.577014
468.016130	7.553168	493.043622	6.578552
468.073172	7.547500	493.102662	6.578552
468.144221	7.547500	493.165708	6.575348
468.205263	7.547500	493.236758	6.575348
468.261303	7.558193	493.294799	6.586465
468.325348	7.558193	493.357844	6.586465
468.377385	7.549925	493.412885	6.643496
468.448434	7.549925	493.464922	6.643496
468.506475	7.555459	493.512958	6.635604
468.572521	7.555459	493.585009	6.635604
468.633564	7.546843	493.649054	6.648591
468.696611	7.546843	493.710098	6.648591
468.756651	7.546843	493.785149	6.648591
468.838706	7.574929	493.840189	6.689325
468.897749	7.572783	493.905236	6.689325
468.976803	7.572783	493.963277	6.726187
469.028841	7.555470	494.041332	6.726187
469.089882	7.555470	494.101377	6.771903
469.149925	7.555470	494.155416	6.771903
469.223989	7.557536	494.211456	6.811657
469.282021	7.561797	494.288511	6.811657
469.347063	7.561797	494.348551	6.837725
469.410110	7.561797	494.409612	6.837725
469.469151	7.589053	494.470638	6.852553
469.525190	7.589053	494.547694	6.852553
469.587234	7.583923	494.606738	6.909809
469.682298	7.583923	494.672784	6.909809
469.740337	7.571980	494.730824	6.925035
469.798378	7.587743	494.799876	6.925035
469.858423	7.587743	494.859916	6.918807
469.923467	7.587743	494.925963	6.918807
469.988515	7.602453	494.975015	6.930757
470.054561	7.602453	495.054057	6.930757
470.110614	7.601935	495.120104	6.930757
470.164652	7.601935	495.195155	6.908692
470.221675	7.601875	495.254216	6.899131
470.270726	7.601875	495.325251	6.899131
470.351766	7.601875	495.384293	6.860012
470.413813	7.593189	495.442348	6.860012
470.477870	7.593189	495.502377	6.860012
470.538899	7.584564	495.569422	6.736510
470.596940	7.584564	495.631484	6.736510
470.660984	7.591136	495.692509	10.194063
470.732033	7.591136	495.749550	10.194063
470.804082	7.630243	495.808592	10.207644
470.872130	7.630243	495.873638	10.207644
470.932172	7.600520	495.939706	10.249122
471.010227	7.600520	496.017742	10.249122
471.065268	7.626075	496.096799	10.277791
471.122305	7.626075	496.167853	10.277791
471.184349	7.615614	496.261916	10.258455
471.239388	7.615614	496.318956	10.258455
471.291424	7.624218	496.395010	10.241251
471.348464	7.624218	496.454069	10.241251
471.394496	7.641169	496.513096	10.276635
471.456543	7.641169	496.569136	10.314186
471.520586	7.641169	496.627177	10.314186
471.570620	7.644630	496.688222	10.314186
471.630662	7.644630	496.748264	10.315487
471.683701	7.641750	496.800302	10.315487
471.745745	7.641750	496.881358	10.284841
471.803782	7.641750	496.948405	10.284841
471.866827	7.654760	497.008450	10.226532
471.921865	7.654760	497.088507	10.226532
471.976903	7.653434	497.157558	10.154084
472.029941	7.653434	497.237614	10.154084
472.082978	7.677392	497.299655	10.047845
472.142019	7.677392	497.366704	10.047845
472.195056	7.677392	497.425747	9.925652
472.253100	7.648658	497.485789	9.925652
472.319143	7.648658	497.540829	9.816937
472.401204	7.669015	497.616884	9.816937
472.459245	7.669015	497.684929	9.700785
472.516285	7.665748	497.745974	9.700785
472.569320	7.665748	497.793007	9.554622
472.627361	7.660782	497.848046	9.554622
472.681401	7.660782	497.904086	9.554622
472.742441	7.660782	497.972153	9.439787
472.799499	7.678204	498.032181	9.439787
472.875536	7.678204	498.090222	9.295500
472.941582	7.681829	498.142258	9.295500
473.020652	7.681829	498.196297	9.126352
473.080676	7.683154	498.254336	9.126352
473.135715	7.683154	498.314378	8.996523
473.198760	7.671081	498.384428	8.996523
473.265806	7.671081	498.439467	8.847934
473.322846	7.673400	498.500511	8.847934
473.384893	7.673400	498.553549	8.847934
473.437926	7.675912	498.610590	8.696987
473.496968	7.675912	498.690647	8.696987
473.561014	7.676800	498.754694	8.540078
473.627059	7.676800	498.807746	8.540078
473.696107	7.676800	498.865774	8.379919
473.759151	7.679590	498.926832	8.379919
473.814190	7.656515	498.976853	8.225631
473.879235	7.656515	499.034892	8.225631
473.947283	7.656515	499.082928	8.225631
474.001321	7.591326	499.145972	8.057488
474.052357	7.591326	499.207015	8.057488
474.121406	7.607237	499.261055	7.918168
474.184449	7.607237	499.316110	7.918168
474.235486	7.592736	499.368133	7.783919
474.311559	7.592736	499.422168	7.783919
474.363592	7.575783	499.499225	7.783919
474.424617	7.575783	499.556264	7.623563
474.484660	7.585247	499.619312	7.623563
474.544701	7.585247	499.689359	7.462543
474.621756	7.585247	499.734391	7.462543
474.688802	7.576127	499.791432	7.332412
474.746843	7.576127	499.867486	7.332412
474.823900	7.568494	499.912518	7.193612
474.878935	7.568494	499.971560	7.193612
474.942981	7.577057	500.033607	7.193612
474.999019	7.577057	500.115664	7.055525
475.065066	7.546983	500.174707	6.938827
475.127109	7.546983	500.232747	6.938827
475.187152	7.554048	500.291793	6.938827
475.259202	7.554048	500.361857	6.796106
475.322247	7.552341	500.444901	6.796106
475.392295	7.552341	500.519951	6.671114
475.446332	7.569177	500.567000	6.663023
475.515381	7.569177	500.629046	6.663023
475.564415	7.570530	500.693094	6.663023
475.624475	7.570530	500.765143	6.610740
475.681514	7.560467	500.823168	6.610740
475.748544	7.560467	500.891216	6.588657
475.809587	7.560467	500.954261	6.588657
475.880654	7.562105	501.008299	6.595906
475.938677	7.562105	501.065341	6.595906
475.987711	7.559635	501.120399	6.584702
476.039748	7.559635	501.183424	6.584702
476.091784	7.579266	501.250475	6.645581
476.149825	7.579266	501.321540	6.645581
476.209867	7.558648	501.378566	6.645581
476.267909	7.558648	501.440609	6.543384
476.327950	7.558648	501.502655	6.543384
476.390995	7.560767	501.578707	6.419459
476.445036	7.560767	501.642753	6.419459
476.503075	7.565594	501.701796	6.431777
476.571122	7.565594	501.759837	6.431777
476.628162	7.567293	501.811875	6.404002
476.690206	7.567293	501.865911	6.404002
476.747246	7.567293	501.923970	6.394895
476.818293	7.583430	501.991003	6.394895
476.872332	7.583430	502.055046	6.394895
476.930371	7.584552	502.118090	6.476491
476.985410	7.584552	502.170129	6.476491
477.043451	7.576100	502.229172	6.535639
477.104493	7.576100	502.296220	6.535639
477.165553	7.582809	502.364266	6.530185
477.224578	7.582809	502.428312	6.530185
477.296628	7.592840	502.493358	6.543347
477.366678	7.592840	502.556404	6.543347
477.425720	7.613099	502.609441	6.553132
477.479777	7.613099	502.679491	6.553132
477.536799	7.613099	502.732530	6.568110
477.593840	7.615720	502.790570	6.568110
477.650876	7.615720	502.843608	6.578417
477.705915	7.600245	502.906656	6.578417
477.783969	7.600245	502.965696	6.578417
477.838006	7.602233	503.022736	6.564600
477.902052	7.602233	503.084780	6.564600
477.966098	7.616688	503.140820	6.569298
478.024137	7.616688	503.199862	6.569298
478.083179	7.616688	503.253901	6.547518
478.139218	7.615107	503.343964	6.547518
478.199261	7.615107	503.390998	6.503036
478.254298	7.617476	503.455047	6.503036
478.317345	7.617476	503.519089	6.444824
478.380387	7.624441	503.592145	6.444824
478.446433	7.624441	503.648202	6.444824
