Time	UI (ID 01) / Voltage U	UI (ID 01) / Current I	UI (ID 02) / Voltage U	UI (ID 02) / Current I
0.44	0.0000000000	-0.001	0.0000000000	-0.001
0.44	0.0000000000	-0.001	-0.0149700600	0.002
0.45	0.0000000000	-0.001	0.0000000000	-0.001
0.46	0.0000000000	-0.001	0.0149700600	-0.001
0.46	0.0000000000	0.002	0.0000000000	-0.001
0.47	0.0000000000	-0.001	0.0149700600	0.002
0.47	0.0150105100	-0.001	0.0000000000	0.002
0.47	0.0000000000	-0.001	0.0149700600	-0.001
0.48	0.0000000000	-0.001	0.0000000000	-0.001
0.49	0.0000000000	0.002	0.0000000000	-0.004
0.49	0.0000000000	-0.001	0.0000000000	0.002
0.50	0.0000000000	-0.001	0.0000000000	0.002
0.50	0.0000000000	-0.001	0.0000000000	-0.001
0.50	0.0000000000	-0.001	0.0000000000	0.002
0.51	0.0000000000	-0.001	0.0000000000	0.002
0.51	0.0000000000	-0.001	0.0000000000	0.002
0.52	0.0000000000	0.002	0.0000000000	0.002
0.52	0.0000000000	-0.001	0.0000000000	-0.001
0.53	0.0000000000	-0.001	0.0000000000	-0.001
0.54	0.0000000000	-0.001	0.0000000000	0.002
0.54	0.0000000000	-0.001	0.0000000000	0.002
0.55	0.0000000000	-0.001	0.0149700600	-0.001
0.55	-0.0300210200	-0.001	0.0000000000	0.002
0.56	0.0000000000	-0.001	0.0000000000	0.002
0.56	0.0000000000	-0.001	0.0000000000	-0.001
0.56	0.0000000000	-0.001	0.0149700600	0.002
0.57	0.0000000000	-0.001	0.0000000000	0.002
0.57	0.0000000000	-0.001	0.0149700600	-0.001
0.58	0.0000000000	-0.001	0.0000000000	-0.001
0.58	0.0000000000	-0.001	0.0149700600	0.002
0.59	0.0000000000	-0.001	0.0149700600	0.002
0.60	0.0000000000	-0.001	0.0000000000	-0.001
0.60	0.0000000000	-0.001	0.0000000000	-0.001
0.61	0.0000000000	-0.001	0.0000000000	-0.001
0.61	0.0000000000	-0.001	0.0149700600	-0.001
0.62	0.0000000000	0.002	0.0000000000	-0.001
0.62	0.0000000000	-0.001	-0.0299401200	-0.001
0.63	0.0000000000	-0.001	0.0000000000	-0.004
0.63	0.0000000000	-0.001	-0.0149700600	-0.001
0.63	0.0000000000	-0.001	0.0000000000	-0.004
0.64	0.0000000000	0.002	0.0000000000	-0.004
0.64	0.0000000000	-0.001	0.0149700600	-0.001
0.65	0.0000000000	-0.001	0.0000000000	-0.001
0.65	0.0000000000	-0.001	0.0149700600	-0.007
0.66	0.0150105100	-0.001	0.0149700600	-0.001
0.67	0.0000000000	0.002	0.0000000000	-0.001
0.67	-0.0300210200	-0.001	0.0000000000	-0.004
0.68	0.0000000000	-0.001	0.0000000000	-0.004
0.68	0.0000000000	-0.001	0.0149700600	-0.004
0.69	0.0000000000	-0.001	0.0000000000	-0.004
0.69	0.0000000000	-0.001	0.0000000000	-0.007
0.69	0.0000000000	-0.001	0.0000000000	-0.004
0.70	0.0000000000	0.002	-0.0149700600	-0.007
0.70	0.0000000000	-0.001	0.0149700600	-0.001
0.71	0.0000000000	0.002	0.0000000000	-0.004
0.71	0.0000000000	-0.001	0.0149700600	-0.004
0.72	-0.0150105100	-0.001	0.0000000000	-0.004
0.73	0.0000000000	-0.001	0.0000000000	-0.004
0.73	0.0000000000	-0.001	0.0149700600	-0.004
0.74	0.0000000000	0.002	0.0000000000	-0.001
0.74	0.0000000000	-0.001	0.0000000000	-0.001
0.75	-0.0150105100	-0.001	0.0000000000	-0.004
0.75	0.0000000000	0.002	0.0000000000	-0.004
0.75	0.0000000000	-0.001	0.0000000000	-0.001
0.76	0.0000000000	0.002	0.0000000000	-0.001
0.76	0.0000000000	-0.001	0.0000000000	-0.004
0.77	0.0000000000	-0.001	0.0000000000	-0.004
0.77	0.0000000000	-0.001	0.0149700600	-0.004
0.78	0.0000000000	-0.001	0.0149700600	-0.004
0.79	0.0000000000	0.002	0.0000000000	-0.004
0.79	-0.0300210200	-0.001	0.0000000000	-0.001
0.80	0.0000000000	-0.001	0.0000000000	-0.004
0.80	0.0000000000	-0.001	0.0149700600	-0.001
0.81	0.0000000000	0.002	0.0000000000	-0.001
0.81	0.0000000000	-0.001	0.0000000000	-0.004
0.81	-0.0150105100	-0.001	0.0000000000	-0.004
0.82	0.0000000000	-0.001	-0.0149700600	-0.004
0.82	0.0000000000	-0.001	0.0149700600	-0.001
0.83	0.0000000000	0.002	0.0149700600	-0.001
0.83	0.0000000000	-0.001	0.0149700600	-0.001
0.84	-0.0150105100	-0.001	0.0000000000	-0.004
0.85	0.0000000000	0.002	0.0000000000	-0.004
0.85	0.0000000000	-0.001	0.0149700600	-0.004
0.86	0.0000000000	-0.001	0.0000000000	-0.001
0.86	0.0000000000	-0.001	0.0149700600	-0.004
0.87	0.0000000000	-0.001	0.0000000000	-0.001
0.87	0.0000000000	-0.001	0.0000000000	-0.001
0.88	0.0000000000	-0.001	0.0149700600	-0.001
0.88	0.0000000000	-0.001	0.0000000000	-0.004
0.88	0.0000000000	-0.001	0.0000000000	-0.004
0.89	0.0000000000	-0.001	0.0149700600	0.002
0.89	0.0000000000	-0.001	0.0000000000	-0.004
0.90	0.0000000000	-0.001	0.0149700600	-0.004
0.90	0.0000000000	-0.001	0.0149700600	-0.001
0.91	-0.0300210200	-0.001	0.0000000000	-0.001
0.92	0.0000000000	0.002	0.0000000000	-0.001
0.92	0.0000000000	-0.001	0.0000000000	-0.001
0.93	0.0000000000	-0.001	0.0000000000	-0.004
0.93	0.0000000000	0.002	0.0000000000	-0.001
0.94	-0.0150105100	-0.001	0.0000000000	-0.001
0.94	0.0000000000	-0.001	-0.0149700600	-0.004
0.94	0.0000000000	-0.001	0.0000000000	-0.001
0.95	0.0000000000	-0.001	0.0000000000	-0.004
0.95	0.0000000000	-0.001	0.0149700600	-0.004
0.96	0.0000000000	-0.001	-0.0149700600	-0.004
0.96	0.0000000000	0.002	0.0000000000	-0.004
0.97	0.0000000000	-0.001	0.0149700600	-0.004
0.98	0.0000000000	-0.001	0.0149700600	-0.001
0.98	0.0000000000	-0.001	0.0000000000	-0.004
0.99	0.0000000000	-0.001	0.0149700600	-0.004
0.99	0.0000000000	-0.001	0.0000000000	-0.004
1.00	0.0000000000	-0.001	0.0149700600	-0.001
1.00	-0.0150105100	-0.001	0.0149700600	-0.001
1.00	0.0000000000	-0.001	0.0000000000	-0.001
1.01	-0.0150105100	-0.001	0.0000000000	-0.001
1.01	0.0000000000	-0.001	0.0000000000	-0.004
1.02	0.0000000000	-0.001	0.0000000000	-0.001
1.02	0.0000000000	0.005	0.0149700600	-0.001
1.03	-0.0450315300	-0.001	0.0000000000	-0.001
1.03	0.0000000000	-0.001	-0.0149700600	-0.004
1.04	0.0000000000	-0.001	0.0000000000	-0.001
1.04	0.0000000000	-0.001	0.0000000000	-0.004
1.05	0.0000000000	-0.001	0.0000000000	-0.004
1.05	-0.0150105100	-0.001	0.0149700600	-0.001
1.06	0.0000000000	0.002	0.0000000000	-0.001
1.07	0.0000000000	-0.001	0.0149700600	-0.001
1.07	0.0000000000	0.002	0.0149700600	0.002
1.08	0.0000000000	-0.001	0.0000000000	-0.001
1.08	0.0000000000	-0.001	0.0149700600	-0.001
1.09	0.0000000000	-0.001	0.0149700600	-0.004
1.09	0.0150105100	-0.001	0.0149700600	0.002
1.10	0.0000000000	0.002	0.0149700600	0.002
1.10	0.0000000000	-0.001	0.0000000000	0.002
1.11	-0.0150105100	-0.001	0.0149700600	-0.001
1.11	0.0000000000	-0.001	0.0000000000	0.002
1.12	0.0000000000	-0.001	0.0149700600	0.002
1.12	0.0000000000	0.002	0.0000000000	-0.001
1.13	0.0000000000	-0.001	0.0149700600	0.002
1.13	0.0000000000	-0.001	0.0000000000	0.002
1.13	0.0000000000	-0.001	0.0000000000	-0.001
1.14	0.0000000000	-0.001	0.0149700600	0.002
1.14	0.0000000000	-0.001	0.0149700600	-0.001
1.15	-0.0450315300	-0.001	0.0000000000	0.002
1.15	0.0000000000	-0.001	-0.0149700600	-0.001
1.16	0.0000000000	-0.001	0.0149700600	0.002
1.16	0.0000000000	-0.001	0.0000000000	0.002
1.17	0.0000000000	-0.001	0.0000000000	-0.001
1.17	0.0000000000	-0.001	0.0000000000	0.002
1.18	0.0000000000	-0.001	-0.0149700600	-0.001
1.18	0.0000000000	-0.001	0.0149700600	0.002
1.19	0.0000000000	-0.001	0.0149700600	-0.001
1.20	0.0000000000	-0.001	0.0149700600	0.002
1.20	-0.0150105100	-0.001	-0.0149700600	-0.001
1.21	0.0000000000	-0.001	0.0000000000	-0.001
1.21	0.0000000000	0.002	0.0000000000	0.002
1.22	0.0000000000	-0.001	0.0149700600	-0.001
1.22	0.0000000000	-0.001	0.0000000000	-0.001
1.23	-0.0150105100	-0.001	0.0149700600	-0.001
1.23	0.0000000000	-0.001	0.0000000000	0.002
1.24	0.0000000000	-0.001	0.0000000000	0.002
1.24	0.0000000000	0.002	0.0000000000	0.002
1.25	0.0000000000	-0.001	0.0000000000	0.002
1.25	-0.0150105100	-0.001	0.0000000000	0.002
1.25	0.0000000000	0.002	0.0000000000	0.002
1.26	0.0000000000	-0.001	0.0000000000	0.002
1.26	-0.0150105100	-0.001	0.0000000000	-0.001
1.27	-0.0300210200	-0.001	0.0149700600	-0.001
1.27	0.0000000000	-0.001	0.0000000000	-0.001
1.28	0.0000000000	-0.001	0.0000000000	-0.001
1.28	0.0000000000	-0.001	0.0000000000	0.002
1.29	0.0000000000	0.002	0.0000000000	-0.001
1.29	0.0000000000	-0.004	0.0000000000	0.002
1.30	0.0000000000	0.002	0.0000000000	0.002
1.30	0.0000000000	-0.001	0.0000000000	-0.001
1.31	0.0000000000	-0.001	0.0149700600	0.002
1.32	0.0000000000	0.002	0.0149700600	-0.001
1.32	-0.0150105100	-0.001	0.0149700600	-0.001
1.33	0.0000000000	-0.001	0.0000000000	-0.001
1.33	0.0000000000	-0.001	0.0149700600	0.002
1.34	0.0000000000	-0.001	0.0000000000	0.002
1.34	0.0000000000	-0.001	0.0000000000	0.002
1.35	-0.0150105100	-0.001	0.0000000000	-0.001
1.35	0.0000000000	0.002	0.0000000000	-0.001
1.36	0.0000000000	-0.001	0.0000000000	0.002
1.36	0.0000000000	0.002	0.0000000000	0.002
1.37	-0.0150105100	-0.001	0.0000000000	0.002
1.37	-0.0150105100	-0.001	0.0000000000	0.002
1.38	0.0000000000	-0.001	0.0000000000	-0.001
1.38	0.0000000000	-0.001	0.0000000000	0.002
1.38	0.0000000000	-0.001	0.0149700600	0.002
1.39	-0.0300210200	-0.001	0.0149700600	-0.001
1.39	0.0000000000	-0.001	0.0000000000	-0.001
1.40	0.0000000000	-0.001	0.0149700600	0.002
1.40	0.0000000000	-0.001	0.0149700600	-0.001
1.41	0.0000000000	0.002	0.0000000000	-0.001
1.41	0.0000000000	-0.001	0.0000000000	0.002
1.42	0.0000000000	-0.001	0.0000000000	-0.001
1.42	0.0000000000	-0.001	0.0149700600	-0.001
1.43	0.0000000000	-0.001	0.0000000000	-0.001
1.43	0.0000000000	-0.001	0.0000000000	-0.001
1.44	-0.0150105100	-0.001	0.0000000000	-0.004
1.45	0.0000000000	-0.001	0.0149700600	-0.001
1.45	-0.0150105100	-0.001	0.0000000000	-0.004
1.46	0.0000000000	0.002	0.0000000000	-0.004
1.46	0.0000000000	-0.001	0.0000000000	-0.001
1.47	-0.0150105100	-0.001	0.0000000000	-0.001
1.47	0.0000000000	-0.001	0.0000000000	-0.007
1.48	0.0000000000	-0.001	0.0149700600	-0.004
1.48	0.0000000000	-0.001	0.0000000000	-0.004
1.49	0.0000000000	-0.001	0.0149700600	-0.007
1.49	0.0000000000	0.002	0.0000000000	-0.007
1.50	0.0000000000	-0.001	0.0149700600	-0.004
1.50	0.0000000000	-0.001	0.0000000000	-0.001
1.50	0.0000000000	0.002	0.0000000000	-0.001
1.51	-0.0450315300	-0.001	0.0149700600	-0.004
1.51	0.0000000000	-0.001	0.0000000000	-0.004
1.52	0.0000000000	-0.001	0.0149700600	-0.001
1.52	0.0000000000	-0.001	0.0149700600	-0.001
1.53	0.0000000000	0.002	0.0149700600	-0.001
1.53	-0.0150105100	-0.001	0.0000000000	-0.004
1.54	0.0000000000	-0.001	0.0000000000	-0.001
1.54	0.0000000000	-0.001	0.0149700600	-0.004
1.55	0.0000000000	-0.001	0.0149700600	-0.004
1.55	0.0000000000	0.002	0.0149700600	-0.004
1.56	0.0000000000	-0.001	0.0000000000	-0.004
1.57	0.0000000000	0.002	0.0000000000	-0.004
1.57	0.0000000000	-0.001	0.0000000000	-0.001
1.58	0.0000000000	-0.001	0.0149700600	-0.001
1.58	0.0000000000	-0.001	0.0000000000	-0.004
1.59	-0.0150105100	-0.001	0.0000000000	-0.001
1.59	0.0000000000	0.002	0.0000000000	-0.004
1.60	0.0000000000	-0.001	0.0149700600	-0.001
1.60	0.0000000000	-0.001	0.0000000000	-0.001
1.61	0.0000000000	-0.001	0.0149700600	-0.004
1.61	-0.0150105100	-0.001	0.0000000000	-0.004
1.62	0.0000000000	-0.001	0.0000000000	-0.004
1.62	0.0000000000	-0.001	0.0149700600	-0.004
1.63	0.0000000000	-0.001	0.0000000000	-0.004
1.63	-0.0450315300	-0.001	0.0149700600	-0.004
1.63	0.0000000000	-0.001	-0.0149700600	-0.007
1.64	0.0000000000	-0.001	0.0149700600	-0.001
1.64	0.0000000000	-0.001	0.0149700600	-0.001
1.65	0.0000000000	0.002	0.0000000000	-0.001
1.65	0.0000000000	-0.001	0.0000000000	-0.001
1.66	0.0000000000	0.002	-0.0149700600	-0.004
1.66	0.0000000000	-0.001	0.0000000000	-0.001
1.67	0.0000000000	-0.001	0.0000000000	-0.001
1.67	-0.0150105100	0.002	0.0000000000	-0.004
1.68	0.0000000000	-0.001	0.0000000000	-0.004
1.68	0.0000000000	-0.001	0.0000000000	-0.001
1.69	0.0000000000	-0.001	0.0149700600	-0.001
1.70	0.0000000000	0.002	0.0000000000	-0.004
1.70	0.0000000000	-0.001	0.0000000000	-0.001
1.71	0.0000000000	-0.001	0.0000000000	-0.004
1.71	0.0000000000	0.002	-0.0149700600	-0.004
1.72	0.0000000000	-0.001	0.0149700600	-0.004
1.72	0.0000000000	0.002	0.0000000000	-0.007
1.73	-0.0150105100	-0.001	0.0000000000	-0.001
1.73	-0.0150105100	-0.001	0.0000000000	-0.001
1.74	0.0000000000	-0.001	0.0149700600	-0.001
1.74	0.0000000000	-0.001	0.0149700600	-0.001
1.75	0.0000000000	-0.001	0.0149700600	-0.001
1.75	-0.0300210200	-0.001	0.0000000000	-0.001
1.75	0.0000000000	0.002	-0.0149700600	-0.001
1.76	0.0000000000	-0.001	0.0149700600	-0.001
1.76	0.0000000000	-0.001	0.0000000000	0.002
1.77	0.0000000000	-0.001	0.0149700600	-0.001
1.77	-0.0150105100	-0.001	0.0149700600	0.002
1.78	0.0000000000	0.002	-0.0149700600	-0.004
1.78	0.0000000000	-0.001	0.0000000000	0.002
1.79	0.0000000000	-0.001	0.0149700600	0.002
1.79	0.0000000000	0.002	0.0149700600	-0.001
1.80	0.0000000000	-0.001	0.0000000000	0.002
1.80	0.0000000000	0.002	0.0000000000	-0.001
1.81	0.0000000000	-0.001	0.0149700600	0.002
1.82	0.0000000000	-0.001	0.0000000000	-0.001
1.82	0.0000000000	0.002	0.0000000000	-0.001
1.83	0.0000000000	-0.001	0.0149700600	0.002
1.83	0.0000000000	0.002	0.0000000000	-0.004
1.84	0.0000000000	-0.001	0.0149700600	0.002
1.84	0.0000000000	-0.001	0.0149700600	0.002
1.85	0.0000000000	-0.001	0.0149700600	-0.001
1.85	0.0000000000	-0.001	0.0000000000	0.002
1.86	0.0000000000	0.002	0.0000000000	-0.004
1.86	0.0000000000	-0.001	0.0149700600	0.002
1.87	0.0000000000	0.002	0.0000000000	0.002
1.87	-0.0300210200	-0.001	0.0149700600	-0.001
1.88	0.0000000000	-0.001	-0.0149700600	-0.001
1.88	0.0000000000	0.002	0.0000000000	-0.001
1.88	0.0000000000	-0.001	0.0000000000	0.002
1.89	0.0000000000	0.002	0.0000000000	-0.001
1.89	0.0000000000	-0.001	0.0000000000	0.002
1.90	0.0000000000	-0.001	-0.0149700600	-0.001
1.90	0.0000000000	-0.001	0.0000000000	0.002
1.91	0.0000000000	-0.001	0.0149700600	0.002
1.91	0.0000000000	-0.001	0.0000000000	-0.001
1.92	0.0000000000	-0.001	0.0000000000	-0.001
1.92	0.0000000000	-0.001	0.0000000000	-0.001
1.93	0.0000000000	-0.001	0.0000000000	0.002
1.93	0.0000000000	0.002	0.0000000000	-0.001
1.94	0.0000000000	-0.001	0.0000000000	-0.001
1.95	0.0000000000	-0.004	0.0000000000	-0.001
1.95	0.0000000000	-0.001	-0.0149700600	-0.001
1.96	0.0000000000	-0.001	0.0149700600	0.002
1.96	0.0000000000	-0.001	0.0149700600	0.002
1.97	0.0000000000	-0.001	0.0000000000	0.002
1.97	0.0000000000	-0.004	0.0000000000	0.002
1.98	0.0000000000	0.002	0.0000000000	-0.001
1.98	0.0000000000	-0.001	0.0000000000	0.002
1.99	0.0000000000	-0.001	0.0000000000	-0.001
1.99	-0.0300210200	-0.001	0.0000000000	-0.001
2.00	0.0000000000	-0.001	0.0000000000	-0.001
2.00	0.0000000000	0.002	0.0000000000	-0.001
2.01	0.0000000000	-0.001	0.0000000000	0.002
2.01	0.0000000000	-0.001	0.0149700600	-0.001
2.02	0.0000000000	-0.001	0.0000000000	-0.001
2.02	0.0000000000	0.002	0.0000000000	-0.001
2.03	0.0000000000	0.002	0.0000000000	0.002
2.03	0.0000000000	-0.001	0.0149700600	0.002
2.04	0.0000000000	-0.001	0.0000000000	-0.001
2.04	0.0000000000	-0.001	0.0149700600	-0.001
2.05	0.0000000000	-0.001	0.0149700600	-0.004
2.05	0.0000000000	-0.001	0.0149700600	-0.001
2.06	0.0000000000	-0.001	0.0000000000	-0.001
2.06	0.0000000000	0.002	0.0000000000	-0.001
2.07	0.0000000000	-0.001	0.0000000000	-0.001
2.07	0.0150105100	-0.001	0.0000000000	-0.001
2.08	0.0000000000	-0.001	0.0000000000	0.002
2.08	0.0000000000	-0.001	0.0000000000	0.002
2.09	0.0000000000	-0.001	0.0000000000	-0.001
2.09	0.0000000000	-0.001	0.0000000000	-0.001
2.10	0.0000000000	0.002	0.0000000000	0.002
2.10	0.0150105100	-0.001	0.0000000000	0.002
2.11	0.0150105100	0.002	0.0000000000	0.002
2.11	-0.0450315300	-0.001	0.0000000000	-0.001
2.12	0.0000000000	-0.001	-0.0149700600	-0.001
2.12	0.0000000000	0.002	0.0149700600	0.002
2.13	0.0000000000	-0.001	0.0000000000	0.002
2.13	0.0000000000	-0.001	0.0000000000	0.002
2.13	0.0000000000	-0.001	0.0000000000	0.002
2.14	0.0000000000	-0.001	0.0000000000	-0.001
2.14	0.0000000000	0.002	0.0000000000	0.002
2.15	0.0000000000	-0.001	0.0000000000	-0.001
2.15	0.0000000000	-0.001	0.0000000000	-0.001
2.16	0.0000000000	-0.004	0.0000000000	-0.001
2.16	0.0000000000	0.002	0.0000000000	-0.001
2.17	0.0000000000	0.002	0.0000000000	-0.004
2.17	0.0000000000	-0.001	0.0149700600	0.002
2.18	0.0150105100	0.002	0.0000000000	-0.001
2.18	0.0000000000	-0.001	0.0000000000	0.002
2.19	0.0150105100	-0.001	0.0000000000	-0.001
2.19	0.0000000000	-0.001	0.0000000000	0.002
2.20	0.0000000000	-0.001	0.0000000000	0.002
2.20	0.0000000000	-0.001	0.0000000000	-0.001
2.21	0.0000000000	-0.001	0.0000000000	-0.001
2.21	0.0000000000	0.002	0.0000000000	-0.001
2.22	0.0000000000	-0.001	0.0149700600	0.002
2.22	0.0150105100	-0.001	0.0000000000	-0.001
2.23	-0.0300210200	-0.001	0.0000000000	-0.001
2.23	0.0000000000	-0.001	0.0000000000	-0.004
2.24	0.0000000000	0.002	0.0149700600	-0.001
2.24	0.0000000000	-0.001	0.0000000000	-0.001
2.25	0.0000000000	-0.001	0.0000000000	-0.001
2.26	0.0000000000	-0.001	0.0149700600	-0.001
2.26	0.0000000000	-0.001	-0.0149700600	-0.004
2.27	0.0000000000	0.002	0.0000000000	-0.004
2.27	0.0000000000	-0.001	0.0149700600	-0.001
2.28	0.0000000000	0.002	0.0000000000	-0.004
2.28	0.0000000000	-0.004	0.0000000000	-0.001
2.29	0.0150105100	-0.001	-0.0149700600	-0.001
2.29	0.0150105100	0.002	0.0149700600	-0.001
2.30	0.0150105100	-0.001	0.0000000000	-0.001
2.30	0.0000000000	-0.001	0.0000000000	-0.001
2.31	0.0000000000	-0.001	0.0000000000	-0.001
2.31	0.0000000000	0.005	0.0000000000	-0.004
2.32	0.0000000000	-0.001	0.0149700600	-0.004
2.32	0.0000000000	-0.001	0.0000000000	-0.004
2.33	0.0000000000	0.002	0.0000000000	-0.004
2.33	0.0000000000	-0.001	0.0000000000	-0.004
2.34	0.0150105100	0.002	0.0149700600	-0.001
2.34	0.0000000000	-0.001	0.0149700600	-0.001
2.35	0.0150105100	-0.001	0.0000000000	-0.004
2.35	-0.0300210200	0.002	0.0000000000	-0.004
2.36	0.0150105100	-0.004	-0.0149700600	-0.001
2.36	0.0000000000	-0.001	0.0149700600	-0.001
2.37	0.0000000000	-0.001	0.0000000000	-0.004
2.37	0.0000000000	-0.001	0.0000000000	-0.004
2.38	0.0000000000	-0.001	0.0000000000	-0.001
2.38	0.0000000000	-0.001	0.0000000000	-0.001
2.38	0.0000000000	-0.001	0.0000000000	-0.004
2.39	0.0000000000	-0.001	0.0000000000	-0.004
2.39	0.0000000000	0.002	0.0000000000	-0.004
2.40	0.0000000000	-0.001	0.0000000000	-0.004
2.40	0.0150105100	-0.001	0.0000000000	-0.004
2.41	0.0000000000	-0.001	0.0000000000	-0.004
2.41	0.0150105100	-0.001	0.0149700600	-0.004
2.42	0.0000000000	-0.001	0.0000000000	-0.004
2.42	0.0000000000	-0.001	0.0000000000	-0.004
2.43	0.0000000000	-0.001	0.0000000000	-0.004
2.43	0.0000000000	0.002	0.0000000000	-0.001
2.44	0.0000000000	-0.001	0.0000000000	-0.004
2.44	0.0000000000	-0.001	0.0149700600	-0.004
2.45	-0.0150105100	-0.001	0.0000000000	-0.004
2.45	0.0150105100	0.002	0.0000000000	-0.004
2.46	0.0000000000	-0.001	0.0000000000	-0.004
2.46	0.0000000000	-0.001	0.0000000000	-0.004
2.47	-0.0300210200	0.002	0.0000000000	-0.001
2.47	0.0000000000	-0.001	-0.0149700600	-0.004
2.48	0.0000000000	-0.001	0.0149700600	-0.001
2.48	0.0000000000	-0.004	0.0149700600	-0.004
2.49	0.0150105100	-0.001	0.0000000000	-0.004
