-1.00	-69.00
-1.00	-53.00
-0.99	-35.00
-0.99	-22.00
-0.98	-12.00
-0.98	-7.00
-0.98	-4.00
-0.97	-3.00
-0.97	-2.00
-0.96	-3.00
-0.96	-3.00
-0.96	-2.00
-0.95	-3.00
-0.95	-4.00
-0.94	-4.00
-0.94	-5.00
-0.94	-4.00
-0.93	-4.00
-0.93	-4.00
-0.92	-4.00
-0.92	-4.00
-0.92	-4.00
-0.91	-4.00
-0.91	-4.00
-0.90	-4.00
-0.90	-5.00
-0.90	-5.00
-0.89	-5.00
-0.89	-5.00
-0.88	-5.00
-0.88	-5.00
-0.88	-5.00
-0.87	-5.00
-0.87	-4.00
-0.86	-4.00
-0.86	-4.00
-0.86	-5.00
-0.85	-5.00
-0.85	-4.00
-0.84	-4.00
-0.84	-4.00
-0.84	-4.00
-0.83	-4.00
-0.83	-5.00
-0.82	-5.00
-0.82	-5.00
-0.82	-5.00
-0.81	-5.00
-0.81	-5.00
-0.80	-5.00
-0.80	-5.00
-0.80	-6.00
-0.79	-5.00
-0.79	-5.00
-0.78	-6.00
-0.78	-7.00
-0.78	-6.00
-0.77	-7.00
-0.77	-7.00
-0.76	-6.00
-0.76	-6.00
-0.76	-6.00
-0.75	-5.00
-0.75	-6.00
-0.74	-6.00
-0.74	-7.00
-0.74	-7.00
-0.73	-6.00
-0.73	-6.00
-0.72	-6.00
-0.72	-7.00
-0.72	-7.00
-0.71	-7.00
-0.71	-7.00
-0.70	-7.00
-0.70	-7.00
-0.70	-7.00
-0.69	-7.00
-0.69	-7.00
-0.68	-7.00
-0.68	-6.00
-0.68	-7.00
-0.67	-8.00
-0.67	-8.00
-0.66	-8.00
-0.66	-9.00
-0.66	-8.00
-0.65	-8.00
-0.65	-8.00
-0.64	-8.00
-0.64	-8.00
-0.64	-8.00
-0.63	-8.00
-0.63	-9.00
-0.62	-9.00
-0.62	-10.00
-0.62	-10.00
-0.61	-10.00
-0.61	-11.00
-0.60	-10.00
-0.60	-10.00
-0.60	-11.00
-0.59	-11.00
-0.59	-11.00
-0.58	-11.00
-0.58	-10.00
-0.58	-10.00
-0.57	-11.00
-0.57	-11.00
-0.56	-12.00
-0.56	-13.00
-0.56	-13.00
-0.55	-13.00
-0.55	-13.00
-0.54	-12.00
-0.54	-12.00
-0.54	-13.00
-0.53	-14.00
-0.53	-15.00
-0.52	-16.00
-0.52	-16.00
-0.52	-15.00
-0.51	-16.00
-0.51	-16.00
-0.50	-17.00
-0.50	-17.00
-0.50	-18.00
-0.49	-19.00
-0.49	-20.00
-0.48	-19.00
-0.48	-19.00
-0.48	-20.00
-0.47	-19.00
-0.47	-20.00
-0.46	-21.00
-0.46	-21.00
-0.46	-21.00
-0.45	-21.00
-0.45	-21.00
-0.44	-23.00
-0.44	-24.00
-0.44	-25.00
-0.43	-26.00
-0.43	-26.00
-0.42	-27.00
-0.42	-28.00
-0.42	-28.00
-0.41	-29.00
-0.41	-29.00
-0.40	-30.00
-0.40	-31.00
-0.40	-31.00
-0.39	-33.00
-0.39	-33.00
-0.38	-34.00
-0.38	-35.00
-0.38	-35.00
-0.37	-37.00
-0.37	-38.00
-0.36	-39.00
-0.36	-40.00
-0.36	-41.00
-0.35	-41.00
-0.35	-42.00
-0.34	-42.00
-0.34	-44.00
-0.34	-46.00
-0.33	-47.00
-0.33	-51.00
-0.32	-51.00
-0.32	-52.00
-0.32	-54.00
-0.31	-55.00
-0.31	-57.00
-0.30	-60.00
-0.30	-61.00
-0.30	-63.00
-0.29	-65.00
