0.0	-0.067728	0.0269124137899
0.1	-0.068624	0.0269017959252
0.2	-0.067696	0.0270165057696
0.3	-0.067248	0.02695081624
0.4	-0.067072	0.0273039707002
0.5	-0.066944	0.0268168018973
0.6	-0.052944	0.0268591299934
0.7	0.005344	0.0278668560121
0.8	0.0792	0.0284309690303
0.9	0.169408	0.0277555316288
1.0	0.250944	0.0265192168813
1.1	0.342224	0.0278656387689
1.2	0.429408	0.0285399638402
1.3	0.527232	0.0275771313954
1.4	0.61168	0.0279981713689
1.5	0.707184	0.0282657061472
1.6	0.803088	0.0279897169689
1.7	0.89128	0.0275296494711
1.8	0.989184	0.0281846437622
1.9	1.079424	0.0285711082039
2.0	1.173184	0.0285815000306
2.1	1.2696	0.027282228648
2.2	1.360208	0.0287881353338
2.3	1.456896	0.0287549158232
2.4	1.546256	0.0279868266154
2.5	1.64464	0.0289591160086
2.6	1.74128	0.0284471720914
2.7	1.831376	0.0288087942129
2.8	1.931408	0.0280074550076
2.9	2.022992	0.0283409233442
3.0	2.120928	0.0273484700852
3.1	2.211824	0.0278113829933
3.2	2.313936	0.0284370867706
3.3	2.40664	0.0281494298344
3.4	2.502624	0.0282190471845
3.5	2.592832	0.0276864547387
3.6	2.691904	0.0280637628268
3.7	2.787952	0.0276457174984
3.8	2.878704	0.0296148676175
3.9	2.974368	0.0283457329417
4.0	3.0636	0.0291835570142
4.1	3.159968	0.0283294718624
4.2	3.247472	0.0292603693757
4.3	3.342064	0.0308839748737
4.4	3.434128	0.0319512068004
4.5	3.530128	0.0315642775301
4.6	3.614656	0.0317023920864
4.7	3.71584	0.0325842661418
4.8	3.803408	0.0327595106191
4.9	3.899104	0.0324739462339
5.0	3.989456	0.0305604984253
