1_x	1_y
-91.221000	-67.424678
-91.475762	-69.462684
-93.768613	-71.245939
-94.532897	-73.538696
-97.335272	-73.538696
-97.590033	-76.850456
-99.628123	-76.340954
-101.411453	-79.143213
-102.940020	-79.397964
-104.468588	-81.435970
-105.997156	-82.454973
-107.270963	-83.983477
-108.544769	-85.257231
-111.856666	-86.785736
-111.856666	-89.078492
-114.404279	-89.078492
-115.423324	-92.135502
-116.951892	-92.390252
-118.225699	-94.173508
-120.009028	-95.956763
-122.301880	-97.485267
-122.301880	-99.013772
-125.359015	-99.778024
-125.613777	-102.580283
-128.416151	-103.089784
-129.689958	-105.382541
-130.963764	-105.637292
-132.492332	-108.694301
-134.020900	-109.458553
-135.804229	-110.732307
-136.058990	-112.260812
-139.625649	-114.298818
-139.880410	-115.827322
-142.682784	-116.082073
-143.701830	-119.139082
-145.739920	-119.393833
-146.758965	-122.450842
-148.542294	-122.960343
-149.816101	-125.507851
-151.344669	-125.507851
-153.382759	-128.564860
-153.892282	-129.583863
-156.185134	-130.602866
-157.968463	-132.386121
-160.006553	-133.659875
-160.516076	-136.207383
-163.318450	-136.971635
-163.573212	-139.264392
-166.885109	-139.773894
-167.649392	-142.576152
-168.923199	-142.321401
-170.706528	-144.868909
-172.235096	-145.633161
-174.527948	-147.925918
-175.037470	-149.199672
-175.801754	-150.728176
-172.489857	-148.944921
-172.235096	-146.652164
-168.923199	-145.633161
-168.158915	-142.830903
-165.356541	-141.811900
-164.592257	-139.264392
-162.044644	-138.754890
-160.770837	-135.952632
-158.732747	-135.697881
-156.949418	-132.895623
-155.166088	-131.112368
-152.873237	-129.583863
-152.363714	-127.545857
-149.051817	-125.762602
-149.051817	-124.488848
-145.739920	-122.705593
-145.230397	-120.158085
-141.918500	-119.903334
-141.154216	-117.610577
-139.116126	-116.336824
-137.587558	-114.298818
-136.313752	-113.025064
-134.275661	-110.987058
-132.747093	-109.203802
-129.944719	-107.675298
-129.689958	-105.637292
-126.632822	-104.363538
-127.142345	-102.325532
-123.575686	-101.561280
-123.066164	-98.759021
-121.028073	-98.249520
-119.499505	-95.956763
-117.461415	-95.192511
-115.423324	-92.899754
-113.894757	-91.371249
-111.347144	-89.842745
-111.347144	-88.314240
-108.544769	-86.785736
-108.290008	-85.257231
-104.978111	-83.983477
-104.723350	-81.435970
-102.685259	-81.181219
-100.647169	-79.652714
-99.118601	-77.869459
-97.590033	-76.340954
-95.551942	-74.812450
-94.023375	-73.283945
-92.494807	-71.500690
-90.456716	-69.717435
-90.201955	-68.443681
-87.144819	-66.660426
-86.890058	-63.348666
-83.832922	-63.093915
-83.578161	-59.527404
-80.775787	-59.272654
-79.756741	-55.706143
-77.973412	-55.451392
-76.444844	-52.394383
-74.916277	-50.611128
-73.387709	-48.318371
-72.113902	-46.280365
-69.311528	-44.242359
-69.566289	-41.694851
-65.999631	-40.930599
-65.235347	-36.854587
-62.942495	-36.090334
-61.923450	-32.778575
-60.394882	-32.269073
-58.611553	-28.447812
-57.337746	-26.919307
-55.809179	-24.626550
-54.280611	-23.098046
-51.732998	-20.550538
-51.987759	-18.257781
-48.930623	-15.455523
-48.675862	-12.398514
-45.618726	-11.634262
-45.618726	-7.813000
-43.580636	-6.793997
-41.797307	-3.227487
-40.013977	-3.227487
-38.740171	-0.934730
-37.211603	0.084273
-35.428274	1.103276
-34.409229	1.612778
-31.606854	2.377030
-31.606854	2.631781
-28.549719	2.377030
-28.294957	3.396033
-25.747344	1.867529
-24.728299	3.396033
-22.690209	2.631781
-21.161641	3.396033
-20.142596	2.377030
-18.614028	2.886532
-16.830699	3.141282
-14.792608	2.886532
-14.792608	2.886532
-11.735472	2.377030
-11.480711	3.905535
-9.187859	2.122279
-8.168814	3.650784
-6.130724	2.377030
-4.602156	3.905535
-3.073588	2.377030
-1.035497	3.650784
-0.016452	3.396033
1.512116	3.141282
2.276400	2.886532
5.078774	2.886532
5.333535	3.141282
8.390671	2.886532
9.154955	4.160285
10.683523	2.631781
11.957329	4.160285
13.485897	3.141282
15.269226	3.141282
17.052555	3.396033
18.835885	3.141282
19.090646	3.650784
22.147781	2.886532
22.147781	3.396033
24.440633	2.886532
25.204917	4.160285
28.262053	2.886532
29.026337	4.160285
30.554905	3.905535
32.083472	3.905535
33.357279	3.396033
34.885847	4.415036
36.669176	4.924538
38.707266	5.434039
38.452505	6.198292
41.764402	6.962544
42.273925	9.255301
44.821538	8.745799
45.076299	12.312310
47.369151	12.821811
