1_x	1_y
3.040683	3.396033
2.785922	3.905535
5.333535	2.377030
6.097819	3.650784
8.645432	2.377030
9.664477	3.650784
11.193045	2.377030
12.976374	3.141282
14.250181	3.396033
16.288271	3.396033
16.543033	3.141282
19.600168	3.396033
20.364452	3.650784
22.657304	2.631781
22.912065	3.905535
24.950156	2.886532
26.223962	4.415036
28.007292	3.141282
29.535859	3.396033
30.809666	3.905535
32.083472	4.160285
33.612040	4.415036
36.159653	4.415036
36.414415	4.924538
39.216789	4.669787
39.471550	6.962544
41.764402	6.707793
43.038209	9.000550
45.076299	10.019553
46.350106	12.312310
47.623912	14.859817
49.407241	16.897823
49.916764	19.190580
52.973900	20.973836
53.228661	24.285595
56.031035	25.304599
56.031035	28.871109
58.578648	29.890112
59.852455	32.947121
61.381023	33.711374
62.400068	37.023133
64.692920	38.551638
66.221488	40.589644
66.731010	42.882401
69.278623	44.156155
69.533385	47.722665
72.335759	48.232167
72.335759	51.798677
75.647656	52.562930
76.411940	55.619939
77.940508	56.129440
79.214314	59.695951
80.997643	60.714954
82.526211	62.243459
83.800018	64.536215
85.838108	66.574222
86.092870	68.102726
89.150005	70.140732
89.150005	72.688240
91.697618	73.197741
92.971425	76.254750
94.245231	76.509501
95.773799	79.311759
97.557128	80.076012
99.085696	81.859267
100.614264	82.878270
102.652355	85.171027
102.907116	85.680528
105.709490	86.444781
105.964252	88.992288
108.766626	88.992288
109.530910	91.539796
110.804716	91.794547
112.333284	94.342054
113.861852	95.361057
115.645181	96.634811
116.409465	97.908565
119.466601	98.927568
119.211840	100.965574
122.268975	101.729826
122.523737	104.022583
125.326111	104.277334
125.580872	107.334343
127.618963	107.079592
128.892769	109.881851
130.166576	110.900854
131.949905	112.684109
132.714189	113.448361
135.771325	115.486367
135.771325	116.760121
139.083222	118.288626
139.083222	120.326632
141.885596	120.581382
142.649880	123.128890
143.923686	123.128890
145.452254	126.185899
146.980822	126.695401
148.509390	128.223905
150.037958	129.497659
152.330810	131.535665
152.585571	132.554668
155.897468	134.083173
155.387945	135.356927
158.445081	136.375930
158.445081	139.178188
160.992694	139.432939
162.011739	141.725696
163.540307	142.999449
165.578398	144.782705
166.087920	146.056458
168.890295	147.584963
168.890295	149.113468
171.183146	150.132471
171.947430	152.679978
175.004566	152.679978
175.514089	155.227486
177.552179	155.482237
178.316463	158.539246
179.845031	158.284495
181.883121	160.322501
182.647405	161.596255
185.449779	163.124759
185.449779	164.908015
188.506915	164.653264
188.506915	166.691270
191.309290	167.710273
191.564051	170.257781
194.366425	170.257781
195.130709	173.060039
195.894993	173.060039
194.366425	173.314790
191.818812	170.767282
190.035483	169.238778
187.742631	167.455522
186.978347	165.927018
184.175973	163.889012
183.921212	161.851005
180.354553	161.341504
179.845031	159.048747
177.806940	158.539246
176.023611	154.972735
173.985521	154.717984
172.456953	153.189480
170.418862	151.151474
167.871249	149.622969
167.616488	147.584963
164.559352	146.056458
164.304591	143.763702
160.992694	143.254200
159.718887	139.942440
158.445081	139.687689
156.661752	136.630680
154.368900	135.611677
152.840332	134.083173
152.076048	132.299917
148.764151	131.280914
148.509390	128.478656
145.452254	127.204902
145.197493	124.912145
142.395119	124.912145
141.376073	121.855136
139.592744	121.855136
137.809415	118.288626
136.280847	117.269623
134.497518	116.250620
133.223711	114.212614
130.166576	112.684109
129.911814	111.410355
127.109440	109.881851
126.345156	107.334343
124.052304	106.824841
123.033259	104.277334
120.995169	104.277334
119.976124	100.965574
117.683272	99.946571
115.645181	98.672817
115.135659	96.889562
112.078523	96.125310
112.078523	92.813550
108.766626	92.304048
108.511865	90.266042
105.454729	89.756541
105.454729	86.954282
103.161877	87.463784
101.378548	84.406775
99.595219	84.152024
98.066651	82.114018
96.538083	80.330763
94.499993	79.311759
93.735709	77.528504
91.188096	75.490498
90.933334	73.452492
87.621437	72.433489
87.621437	69.376480
85.073824	68.612228
84.054779	65.300468
82.016689	64.790966
80.488121	61.733957
78.959553	59.950702
77.430985	57.912696
76.157179	56.129440
73.100043	53.836684
73.354804	51.543927
70.297669	50.015422
69.788146	46.703662
67.240533	45.684659
65.966726	42.118149
64.947681	41.353896
62.909591	38.042136
61.126262	37.532635
59.597694	34.475626
58.833410	32.182869
56.031035	31.163866
55.776274	27.087854
52.719138	26.323602
52.464377	21.992839
50.171525	20.973836
48.642957	17.152574
46.859628	15.369319
45.585822	12.057559
44.057254	10.529054
42.528686	8.745799
41.000118	7.217295
38.707266	6.707793
38.197744	5.434039
34.885847	5.434039
35.140608	3.396033
32.083472	4.924538
31.319189	3.396033
29.535859	4.415036
28.516814	2.886532
26.733485	3.905535
24.950156	3.141282
23.676349	3.141282
21.128736	4.160285
21.128736	2.886532
18.581123	4.160285
17.816839	3.141282
14.759704	3.141282
14.504942	3.396033
11.702568	3.650784
11.957329	2.377030
9.409716	3.905535
7.626387	3.141282
6.607342	2.886532
3.804967	3.141282
3.550206	2.886532
0.493070	3.650784
0.747832	3.141282
-2.564065	2.631781
-3.073588	2.122279
-5.366440	3.396033
-6.130724	2.631781
-8.168814	4.160285
-9.697382	2.631781
-10.971188	3.650784
-12.499756	3.141282
-13.773563	2.886532
-16.066415	3.141282
-17.340221	2.886532
-19.887834	3.396033
-19.633073	2.886532
-22.435447	2.886532
-23.454493	3.396033
-24.983060	3.396033
-26.002106	2.377030
-28.804480	3.396033
-29.823525	1.867529
-31.097332	2.631781
-33.644945	2.122279
-33.899706	2.122279
-36.956842	2.122279
-36.956842	0.339024
-40.013977	0.848526
-41.033023	-2.208483
-42.816352	-2.208483
-43.325874	-5.774994
-45.618726	-6.284496
-46.892533	-9.341505
-47.656817	-12.143763
-50.204430	-14.181769
-50.968714	-16.474526
-53.516327	-19.022034
-54.025849	-21.314790
-56.828224	-23.607547
-57.082985	-26.409806
-59.375837	-27.174058
-60.904405	-30.740569
-62.687734	-30.740569
-63.961540	-34.561830
-65.235347	-36.599836
-67.018676	-38.637842
-68.292483	-40.166347
-70.840096	-42.204353
-71.349618	-44.242359
-74.406754	-46.025614
-74.406754	-49.592125
-76.954367	-50.356377
-77.209128	-52.649134
-80.266264	-53.413386
-81.285309	-56.979897
-83.068638	-57.744149
-84.342445	-61.055909
-85.616252	-62.329663
-87.144819	-64.367669
-88.673387	-66.150924
