0.0	-0.06736	0.02699167279
0.1	-0.066432	0.026367961165
0.2	-0.066624	0.0267305559987
0.3	-0.06264	0.0270597560965
0.4	-0.041856	0.0261517736301
0.5	0.006192	0.0279781903632
0.6	0.073136	0.0286147777206
0.7	0.162592	0.0282106635158
0.8	0.243904	0.0257518695244
0.9	0.330032	0.0280542149418
1.0	0.419312	0.0277158195982
1.1	0.519904	0.0273874201779
1.2	0.605312	0.0273865415122
1.3	0.702112	0.0276669379585
1.4	0.79328	0.02800502812
1.5	0.891616	0.0278414896153
1.6	0.989488	0.0280381500103
1.7	1.082816	0.027823553763
1.8	1.185088	0.0277422467727
1.9	1.276528	0.0267032809969
2.0	1.372976	0.0278270268624
2.1	1.474944	0.0282169605734
2.2	1.57024	0.0273660811955
2.3	1.671952	0.0276410870987
2.4	1.764688	0.0274419871001
2.5	1.867936	0.027371150944
2.6	1.969648	0.0277307788567
2.7	2.064784	0.0284561653074
2.8	2.1696	0.0278280434095
2.9	2.267296	0.0268426597788
3.0	2.370736	0.027930239956
3.1	2.46504	0.0266210142557
3.2	2.570736	0.0272106285117
3.3	2.666944	0.0282124239299
3.4	2.769488	0.027015141236
3.5	2.863648	0.0277151961205
3.6	2.96424	0.0282266257282
3.7	3.065328	0.02817822592
3.8	3.157776	0.0287919055292
3.9	3.259312	0.0281056338836
4.0	3.355056	0.0304505642641
4.1	3.455696	0.0311697863964
4.2	3.54432	0.0298029797168
4.3	3.644944	0.0311569713547
4.4	3.741792	0.0308802321235
4.5	3.842192	0.0318143856769
4.6	3.934368	0.031571515263
4.7	4.03536	0.0303827319377
4.8	4.12632	0.0297895552166
4.9	4.22928	0.0298308833258
5.0	4.328352	0.0298798275765
