1_x	1_y
0.493070	1.867529
0.493070	2.886532
2.531161	2.886532
4.314490	5.434039
6.097819	5.434039
6.607342	7.981547
8.645432	8.236298
10.174000	11.548058
11.702568	12.312310
13.485897	14.605067
13.995420	16.133571
17.307317	18.681079
17.307317	19.954833
20.364452	21.738088
20.109691	24.540346
23.166827	25.049848
23.676349	28.106857
26.223962	27.852106
26.733485	30.399614
28.771575	29.635361
30.300143	31.928118
31.064427	31.163866
33.357279	32.182869
34.885847	32.182869
36.159653	33.201872
37.178699	33.966124
39.726312	34.220875
39.726312	36.258881
42.783447	36.513632
43.038209	39.315890
45.840583	39.315890
46.859628	42.627650
48.388196	42.882401
49.662003	46.194161
50.935809	46.958413
53.738184	48.741668
53.483422	51.034425
56.285797	51.798677
56.285797	54.600936
59.088171	54.855687
60.616739	57.657945
61.890545	57.657945
63.164352	59.695951
64.692920	58.931699
66.476249	60.460203
68.004817	60.714954
69.533385	60.969705
70.552430	60.969705
73.100043	61.479206
73.100043	61.988708
76.157179	62.243459
76.411940	63.771963
79.214314	64.536215
79.978598	66.574222
81.507166	66.574222
83.290495	69.376480
84.819063	70.140732
86.092870	71.923987
86.857154	74.216744
89.150005	75.745249
89.914289	78.802258
92.461902	79.566510
92.971425	82.114018
96.028561	82.623519
95.773799	85.935279
98.830935	85.680528
99.340458	88.482787
101.378548	87.973285
102.652355	89.756541
103.926161	88.992288
105.964252	90.011291
106.473774	91.030294
109.276149	92.049297
109.276149	93.068300
112.078523	93.323051
112.078523	96.634811
115.645181	96.889562
116.154704	100.201322
118.192794	100.456073
118.192794	103.767832
120.485646	104.022583
122.268975	107.334343
123.797543	107.843845
125.580872	110.136601
126.345156	112.174607
128.128485	113.448361
128.892769	116.250620
131.949905	115.995869
131.949905	118.288626
133.987995	117.269623
135.516563	119.562379
137.045131	118.798127
138.318938	120.326632
139.592744	120.326632
141.885596	121.345635
142.140357	122.364638
145.197493	123.893142
145.707016	125.931148
148.254629	126.695401
148.509390	130.007161
150.802242	130.007161
151.566526	133.318920
153.604616	133.573671
154.878423	136.630680
156.406990	137.394933
157.935558	139.432939
158.954604	140.961443
161.756978	142.489948
162.011739	144.018452
165.068875	144.527954
165.068875	147.075461
168.126011	147.330212
168.380772	148.603966
171.183146	147.330212
171.947430	149.622969
173.985521	149.622969
173.985521	151.915726
176.278372	151.915726
177.552179	154.717984
179.335508	155.227486
180.864076	157.265492
182.137882	158.793996
183.666450	161.086753
184.685496	162.105756
187.487870	163.889012
187.487870	165.162765
190.799767	167.200771
190.799767	168.984027
193.347380	168.729276
194.111664	172.041036
195.385470	171.786285
195.385470	174.588543
193.602141	171.022033
192.073573	170.512531
189.271199	168.474525
189.016438	166.691270
185.449779	164.908015
185.449779	162.360507
182.392644	161.341504
180.864076	158.284495
178.825986	157.520243
177.042656	154.208483
175.259327	153.189480
173.730759	150.641972
171.692669	149.877720
169.909340	149.113468
167.871249	148.094464
165.578398	147.075461
165.833159	147.075461
162.266501	146.820711
162.011739	143.508951
158.954604	143.508951
158.445081	139.942440
155.387945	138.668686
154.623661	136.630680
152.330810	135.102176
150.802242	132.299917
149.018913	131.026164
147.490345	128.988158
145.961777	126.950151
143.159402	125.166896
142.904641	122.874139
140.357028	121.855136
139.847505	120.071881
136.535608	120.581382
136.280847	118.288626
133.987995	119.307629
132.204666	117.014872
130.930860	118.033875
128.638008	115.231617
127.109440	114.467364
125.071350	112.938860
123.797543	111.155604
121.759453	108.862848
121.249930	105.805838
118.192794	105.551088
117.173749	102.239328
115.390420	101.220325
113.861852	98.672817
112.588046	96.889562
110.804716	95.106307
109.021387	93.577802
107.492819	92.049297
105.964252	90.775544
104.180922	90.520793
103.416639	89.756541
100.359503	89.501790
100.359503	87.463784
97.557128	87.973285
96.028561	84.916276
94.754754	84.916276
92.716664	81.859267
91.188096	81.349766
89.404767	78.038006
88.130960	76.509501
86.602392	74.216744
84.819063	72.178738
82.780973	70.140732
82.271450	67.593225
79.469076	68.357477
79.214314	64.536215
76.921463	65.045717
75.138133	62.752960
73.609566	63.007711
72.080998	62.498209
70.552430	61.733957
69.023862	61.224456
67.495294	61.224456
65.966726	60.460203
63.928636	59.695951
62.145307	59.441200
61.635784	58.931699
58.578648	57.403194
57.559603	55.365188
55.521513	55.110437
55.266751	52.562930
52.973900	51.798677
51.445332	48.741668
49.916764	47.977416
48.133435	45.684659
46.604867	44.156155
44.566777	41.608647
44.312015	40.334893
41.509641	38.042136
41.254880	36.513632
38.197744	36.258881
37.688221	33.456623
35.395369	34.220875
34.121563	32.947121
33.357279	32.692371
30.045382	31.928118
30.045382	31.163866
27.243008	30.144863
26.988246	30.144863
24.185872	28.616358
23.931111	27.597355
20.873975	26.323602
19.600168	24.030845
18.326362	22.757091
16.543033	19.954833
16.033510	18.171577
12.976374	15.878820
12.212091	14.350316
9.919239	12.057559
9.919239	10.019553
6.607342	9.510051
6.352580	6.962544
3.550206	5.943541
2.276400	4.160285
1.002593	4.160285
-0.271214	1.867529
-2.054543	2.631781
-3.583111	0.848526
-5.111678	0.339024
-6.640246	-2.463234
-8.168814	-4.246490
-10.461666	-6.029745
-10.716427	-7.303499
-13.009279	-9.851006
-14.283085	-12.653265
-15.811653	-12.908015
-17.594982	-16.729277
-19.123550	-18.003031
-20.397357	-19.531535
-21.925925	-21.569541
-24.473538	-22.588544
-24.983060	-23.352797
-27.530673	-24.626550
-28.040196	-25.136052
-30.587809	-25.900304
-30.842570	-25.900304
-33.899706	-26.409806
-34.154467	-27.428809
-36.956842	-26.409806
-37.466364	-28.957313
-39.249694	-28.957313
-41.033023	-31.759572
-42.561591	-32.014322
-44.090158	-35.071331
-45.363965	-37.109338
-46.892533	-38.892593
-48.675862	-40.675848
-50.968714	-42.459103
-50.968714	-44.242359
-54.025849	-45.770863
-54.790133	-49.082623
-56.318701	-49.082623
-58.102030	-51.630131
-59.630598	-51.630131
-61.159166	-53.922888
-62.942495	-53.158635
-64.216302	-54.687140
-65.744870	-54.687140
-67.528199	-54.687140
-68.802005	-55.451392
-71.094857	-55.196641
-71.349618	-56.215644
-74.151993	-55.451392
-74.916277	-57.744149
-76.444844	-57.234648
-77.973412	-60.036906
-79.756741	-59.782155
-81.030548	-61.820161
-82.813877	-63.858167
-85.106729	-65.641423
-85.616252	-67.679429
-88.163865	-69.972185
-88.673387	-71.755441
-90.966239	-73.283945
-91.475762	-76.086204
-94.532897	-77.105207
-94.787659	-79.652714
-97.844794	-80.162216
-98.609078	-82.709723
-99.882885	-82.200222
-101.666214	-83.983477
-103.449543	-82.964474
-104.978111	-84.747730
-105.997156	-85.511982
-107.780485	-86.785736
-108.799530	-88.059489
-111.856666	-89.333243
-111.601905	-91.116498
-114.659041	-92.390252
-114.913802	-96.211514
-118.225699	-96.466264
-118.225699	-99.268523
-120.518551	-100.287526
-121.792357	-103.344535
-123.320925	-104.618289
-125.359015	-106.146793
-126.123299	-108.694301
-128.416151	-108.949052
-129.180435	-111.496559
-132.492332	-110.477556
-132.747093	-113.279815
-134.275661	-112.260812
-136.313752	-113.789316
-137.587558	-113.025064
-139.116126	-115.572571
-140.644694	-115.063070
-142.428023	-118.120079
-143.956591	-119.648584
-145.485159	-120.922337
-147.013727	-122.705593
-149.561340	-124.488848
-149.816101	-126.526854
-152.363714	-128.055359
-152.873237	-130.602866
-155.675611	-130.857617
-156.185134	-133.914626
-158.223224	-133.914626
-159.497031	-137.735887
-161.280360	-137.735887
-163.063689	-139.773894
-164.082734	-140.538146
-166.120825	-141.302398
-167.139870	-141.811900
-169.942244	-142.830903
-170.197006	-143.595155
-172.999380	-144.614158
-174.018425	-146.906915
-175.801754	-146.906915
-174.782709	-149.199672
-173.254141	-145.887912
-170.961289	-145.378410
-169.687483	-143.085653
-167.139870	-142.830903
-165.611302	-141.557149
-164.337495	-140.792897
-161.025598	-140.538146
-160.770837	-137.990638
-157.968463	-136.971635
-157.204179	-134.169377
-154.147043	-133.659875
-153.637521	-130.602866
-151.344669	-130.093365
-149.561340	-126.781605
-147.778010	-125.762602
-146.249443	-123.215094
-144.466113	-121.431839
-142.428023	-119.393833
-141.408978	-117.865328
-138.351842	-116.591574
-137.332797	-114.044067
-135.804229	-114.808319
-134.020900	-112.006061
-132.237571	-113.279815
-130.199480	-111.496559
-128.925674	-110.987058
-126.378061	-109.713304
-126.123299	-108.439550
-123.320925	-106.656295
-122.811402	-104.363538
-119.499505	-103.599286
-118.989983	-100.542277
-117.206654	-98.759021
-115.423324	-95.956763
-113.639995	-95.956763
-112.111427	-91.880751
-110.328098	-90.606997
-109.054292	-88.059489
-107.016201	-87.804739
-105.487633	-85.766733
-103.959066	-84.747730
-101.666214	-84.238228
-101.156691	-82.964474
-98.099556	-83.728726
-97.335272	-81.435970
-95.551942	-81.690720
-94.278136	-78.633711
-92.494807	-78.124210
-90.966239	-75.831453
-89.947194	-73.538696
-87.654342	-71.755441
-86.125774	-69.717435
-83.832922	-67.424678
-83.323400	-65.131921
-80.011503	-64.367669
-80.266264	-61.565410
-76.954367	-60.291657
-76.699606	-57.489398
-74.151993	-58.253651
-73.897231	-56.215644
-71.604380	-56.979897
-69.821050	-54.177638
-68.292483	-55.706143
-65.744870	-54.687140
-66.254392	-54.177638
-62.687734	-54.432389
-62.432973	-53.413386
-59.121076	-53.413386
-59.630598	-52.139632
-56.573462	-52.394383
-55.809179	-49.337374
-53.516327	-49.082623
-53.006804	-46.025614
-50.713952	-46.025614
-49.440146	-42.459103
-47.656817	-41.949602
-46.128249	-39.402094
-44.599681	-37.364088
-42.561591	-34.816581
-42.306829	-33.288076
-38.994932	-31.759572
-38.740171	-30.231067
-35.937797	-28.447812
-35.937797	-27.174058
-32.880661	-27.938310
-32.625900	-26.155055
-30.842570	-26.664556
-28.040196	-25.136052
-27.530673	-25.136052
-25.747344	-24.626550
-24.983060	-23.607547
-22.180686	-22.843295
-21.671163	-21.569541
-18.868789	-20.295787
-18.359266	-18.512532
-16.066415	-16.474526
-15.811653	-14.691271
-13.009279	-13.162766
-12.754518	-9.596256
-9.697382	-9.341505
-9.187859	-6.029745
-7.404530	-5.520243
-6.130724	-2.463234
-4.602156	-1.444231
-2.818827	0.084273
-1.290259	1.358027
1.002593	1.867529
1.257354	3.141282
4.059729	3.905535
4.059729	5.179289
6.352580	5.434039
7.626387	8.491048
9.664477	8.745799
10.174000	12.312310
12.466852	11.802808
13.995420	15.114568
15.269226	16.133571
16.797794	18.681079
18.581123	20.719085
20.109691	22.757091
21.128736	24.030845
24.185872	26.068851
24.185872	27.597355
26.988246	28.106857
26.988246	30.654364
29.790621	29.890112
30.809666	32.437620
32.338234	30.909115
33.612040	32.437620
35.395369	32.437620
37.433460	33.201872
37.688221	33.966124
40.745357	35.494629
40.745357	36.258881
43.547731	37.277884
43.802493	40.080143
