1_x	1_y
-71.940787	9.000550
-69.647924	9.000550
-69.902686	9.000550
-67.609823	8.236298
-68.374111	9.000550
-66.590773	7.981547
-65.826486	7.981547
-64.807435	7.726796
-64.043148	9.000550
-63.278860	6.962544
-62.514572	7.472045
-62.005047	7.217295
-59.712184	7.472045
-60.221709	7.217295
-58.438372	6.453042
-58.693134	7.472045
-56.909796	6.198292
-56.145509	8.491048
-55.381221	7.217295
-54.107408	7.472045
-53.597883	6.962544
-52.069308	6.707793
-52.324070	6.962544
-50.540732	6.707793
-50.795495	7.217295
-48.502632	5.179289
-48.247869	6.962544
-47.228819	6.198292
-46.719294	6.962544
-45.700244	6.198292
-44.935956	6.707793
-44.681194	6.707793
-42.643093	6.962544
-42.897856	7.981547
-40.604993	6.962544
-41.369281	7.472045
-39.585943	5.943541
-38.821655	8.236298
-38.057367	6.962544
-37.293080	8.491048
-36.528792	7.217295
-34.745454	7.726796
-35.509742	8.491048
-33.216879	8.236298
-33.726404	7.981547
-31.433541	7.726796
-31.178778	9.510051
-29.904966	8.236298
-29.395441	10.019553
-28.885915	8.236298
-27.866865	9.255301
-27.612103	9.510051
-25.574002	10.019553
-26.083527	10.019553
-23.790664	10.274304
-24.045427	10.529054
-23.026377	9.255301
-21.752564	11.038556
-20.988276	10.019553
-20.478751	11.548058
-19.459701	10.783805
-17.931126	11.293307
-18.440651	11.038556
-16.402550	11.548058
-16.912075	11.548058
-14.364450	11.293307
-14.364450	12.821811
-13.345400	12.057559
-12.835875	12.567061
-12.581112	12.057559
-10.543012	13.076562
-11.052537	11.802808
-9.014436	13.586064
-9.269199	12.567061
-7.740624	12.821811
-6.976336	13.076562
-6.466811	12.821811
-5.447761	13.076562
-4.428710	12.312310
-3.919185	13.840814
-2.900135	12.057559
-1.881085	12.821811
-1.626322	12.821811
0.157016	13.076562
-0.097747	13.076562
1.685591	12.057559
1.176066	13.586064
2.959404	12.312310
3.723691	13.586064
4.487979	12.312310
5.507029	13.331313
6.271317	12.567061
7.799892	12.821811
8.054655	12.312310
9.328468	12.057559
9.073705	12.821811
10.092755	12.057559
11.111805	12.821811
12.130856	11.293307
13.149906	12.312310
13.404668	10.783805
15.188006	11.548058
14.678481	11.038556
16.716582	11.293307
16.207056	10.783805
17.480869	10.529054
18.499919	11.038556
19.773732	9.510051
21.047545	11.038556
20.538020	9.510051
22.576120	10.529054
21.811833	8.745799
24.359458	9.510051
23.849933	9.255301
25.378508	9.255301
